,Unnamed: 0,Date,Open,High,Low,Dividend,Close,Momentum 1,Shares 1,Capital 1,MonthCng 1,Momentum 2,Shares 2,Capital 2,MonthCng 2,Momentum 3,Shares 3,Capital 3,MonthCng 3,Momentum 4,Shares 4,Capital 4,MonthCng 4,Momentum 5,Shares 5,Capital 5,MonthCng 5,Momentum 6,Shares 6,Capital 6,MonthCng 6,Momentum 7,Shares 7,Capital 7,MonthCng 7,Momentum 8,Shares 8,Capital 8,MonthCng 8,Momentum 9,Shares 9,Capital 9,MonthCng 9,Momentum 10,Shares 10,Capital 10,MonthCng 10,Momentum 11,Shares 11,Capital 11,MonthCng 11,Momentum 12,Shares 12,Capital 12,MonthCng 12
111,111,1938-04-01,101,103.4,101.0,0.0,103.0,0,0.0,12643.839827329284,-21.07,0,0.0,10773.543022698004,-21.07,0,0.0,4821.476636441689,-21.07,0,0.0,11540.477004054843,0.0,0,0.0,12498.613316142135,0.0,0,0.0,12420.710606953031,0.0,0,0.0,11397.422444347174,0.0,0,0.0,17696.738334919784,0.0,0,0.0,22397.876917083973,0.0,0,0.0,18093.29728810262,0.0,0,0.0,19573.21057521464,0.0,0,0.0,14508.947523785362,0.0
112,112,1938-05-02,110.6,110.6,109.4,0.0,110.1,1,114.83959879499804,12643.839827329284,0.0,0,0.0,10773.543022698004,0.0,0,0.0,4821.476636441689,0.0,0,0.0,11540.477004054843,0.0,0,0.0,12498.613316142135,0.0,0,0.0,12420.710606953031,0.0,0,0.0,11397.422444347174,0.0,0,0.0,17696.738334919784,0.0,0,0.0,22397.876917083973,0.0,0,0.0,18093.29728810262,0.0,0,0.0,19573.21057521464,0.0,0,0.0,14508.947523785362,0.0
113,113,1938-06-01,107.7,110.9,107.6,0.0,110.6,1,114.83959879499804,12701.259626726782,0.45,1,97.40997308045212,10773.543022698004,0.0,0,0.0,4821.476636441689,0.0,0,0.0,11540.477004054843,0.0,0,0.0,12498.613316142135,0.0,0,0.0,12420.710606953031,0.0,0,0.0,11397.422444347174,0.0,0,0.0,17696.738334919784,0.0,0,0.0,22397.876917083973,0.0,0,0.0,18093.29728810262,0.0,0,0.0,19573.21057521464,0.0,0,0.0,14508.947523785362,0.0
114,114,1938-07-01,133.9,137.1,133.5,0.0,136.5,1,114.83959879499804,15675.605235517232,23.42,1,97.40997308045212,13296.461325481714,23.42,1,35.322173160744974,4821.476636441689,0.0,1,84.54561907732486,11540.477004054843,0.0,1,91.56493271899,12498.613316142135,0.0,1,90.99421690075481,12420.710606953031,0.0,1,83.49760032488773,11397.422444347174,0.0,1,129.64643468805704,17696.738334919784,0.0,0,0.0,22397.876917083973,0.0,0,0.0,18093.29728810262,0.0,0,0.0,19573.21057521464,0.0,0,0.0,14508.947523785362,0.0
115,115,1938-08-01,141,141,139.8,0.0,140.4,1,114.83959879499804,16123.479670817725,2.86,1,97.40997308045212,13676.360220495479,2.86,1,35.322173160744974,4959.233111768594,2.86,1,84.54561907732486,11870.204918456411,2.86,1,91.56493271899,12855.716553746195,2.86,1,90.99421690075481,12775.588052865976,2.86,1,83.49760032488773,11723.063085614238,2.86,1,129.64643468805704,18202.35943020321,2.86,1,159.52903787096847,22397.876917083973,0.0,0,0.0,18093.29728810262,0.0,0,0.0,19573.21057521464,0.0,0,0.0,14508.947523785362,0.0
116,116,1938-09-01,139.3,139.5,137.7,0.0,138.4,0,0.0,15893.80047322773,-1.42,1,97.40997308045212,13481.540274334573,-1.42,1,35.322173160744974,4888.588765447104,-1.42,1,84.54561907732486,11701.113680301762,-1.42,1,91.56493271899,12672.586688308216,-1.42,1,90.99421690075481,12593.599619064466,-1.42,1,83.49760032488773,11556.067884964463,-1.42,1,129.64643468805704,17943.066560827094,-1.42,1,159.52903787096847,22078.818841342036,-1.42,1,130.73191682155073,18093.29728810262,0.0,0,0.0,19573.21057521464,0.0,0,0.0,14508.947523785362,0.0
117,117,1938-10-01,141.6,143.3,141.6,0.0,143.1,1,111.06778807287023,15893.80047322773,0.0,1,97.40997308045212,13939.367147812698,3.4,1,35.322173160744974,5054.6029793026055,3.4,1,84.54561907732486,12098.478089965187,3.4,1,91.56493271899,13102.941872087467,3.4,1,90.99421690075481,13021.272438498012,3.4,1,83.49760032488773,11948.506606491434,3.4,1,129.64643468805704,18552.40480386096,3.4,1,159.52903787096847,22828.605319335587,3.4,1,130.73191682155073,18707.73729716391,3.4,1,136.7799481147075,19573.21057521464,0.0,0,0.0,14508.947523785362,0.0
118,118,1938-11-01,151.7,152.8,150.9,0.0,151.4,1,111.06778807287023,16815.663114232553,5.8,1,97.40997308045212,14747.869924380451,5.8,1,35.322173160744974,5347.777016536789,5.8,1,84.54561907732486,12800.206728306985,5.8,1,91.56493271899,13862.930813655086,5.8,1,90.99421690075481,13776.524438774279,5.8,1,83.49760032488773,12641.536689188002,5.8,1,129.64643468805704,19628.470211771837,5.8,1,159.52903787096847,24152.696333664626,5.8,1,130.73191682155073,19792.81220678278,5.8,1,136.7799481147075,20708.48414456672,5.8,1,95.83188589025998,14508.947523785362,0.0
119,119,1938-12-01,149.8,150.2,148.2,0.0,148.6,0,0.0,16504.673307628516,-1.85,1,97.40997308045212,14475.121999755183,-1.85,1,35.322173160744974,5248.874931686703,-1.85,1,84.54561907732486,12563.478994890473,-1.85,1,91.56493271899,13606.549002041913,-1.85,1,90.99421690075481,13521.740631452163,-1.85,1,83.49760032488773,12407.743408278317,-1.85,1,129.64643468805704,19265.460194645275,-1.85,1,159.52903787096847,23706.015027625912,-1.85,1,130.73191682155073,19426.762839682437,-1.85,1,136.7799481147075,20325.500289845535,-1.85,1,95.83188589025998,14240.618243292633,-1.85
120,120,1939-01-03,154.8,155,153.2,0.0,153.6,1,107.45230017987316,16504.673307628516,0.0,1,97.40997308045212,14962.171865157445,3.36,1,35.322173160744974,5425.485797490428,3.36,1,84.54561907732486,12986.207090277097,3.36,1,91.56493271899,14064.373665636862,3.36,1,90.99421690075481,13976.711715955938,3.36,1,83.49760032488773,12825.231409902755,3.36,1,129.64643468805704,19913.69236808556,3.36,1,159.52903787096847,24503.660216980756,3.36,1,130.73191682155073,20080.42242379019,3.36,1,136.7799481147075,21009.400030419074,3.36,1,95.83188589025998,14719.777672743932,3.36
121,121,1939-02-01,143.5,143.5,141.9,0.0,142.4,0,0.0,15301.20754561394,-7.29,0,0.0,13871.180166656382,-7.29,0,0.0,5029.8774580900845,-7.29,0,0.0,12039.29615661106,-7.29,1,91.56493271899,13038.846419184176,-7.29,1,90.99421690075481,12957.576486667485,-7.29,1,83.49760032488773,11890.058286264013,-7.29,1,129.64643468805704,18461.652299579324,-7.29,1,159.52903787096847,22716.93499282591,-7.29,1,130.73191682155073,18616.224955388825,-7.29,1,136.7799481147075,19477.46461153435,-7.29,1,95.83188589025998,13646.460550773023,-7.29
122,122,1939-03-01,147.3,147.9,146.6,0.0,147.2,1,103.94842082618166,15301.20754561394,0.0,0,0.0,13871.180166656382,0.0,0,0.0,5029.8774580900845,0.0,0,0.0,12039.29615661106,0.0,1,91.56493271899,13478.358096235326,3.37,1,90.99421690075481,13394.348727791106,3.37,1,83.49760032488773,12290.846767823472,3.37,1,129.64643468805704,19083.955186081996,3.37,1,159.52903787096847,23482.674374606555,3.37,1,130.73191682155073,19243.738156132265,3.37,1,136.7799481147075,20134.008362484943,3.37,1,95.83188589025998,14106.453603046268,3.37
123,123,1939-04-01,131.8,133.8,130.0,0.0,132.8,0,0.0,13804.350285716926,-9.78,0,0.0,13871.180166656382,0.0,0,0.0,5029.8774580900845,0.0,0,0.0,12039.29615661106,0.0,0,0.0,12159.823065081871,-9.78,0,0.0,12084.03200442024,-9.78,0,0.0,11088.481323145092,-9.78,0,0.0,17217.046526573977,-9.78,0,0.0,21185.456229264615,-9.78,1,130.73191682155073,17361.198553901937,-9.78,1,136.7799481147075,18164.37710963316,-9.78,1,95.83188589025998,12726.474446226526,-9.78
124,124,1939-05-01,128.5,128.6,127.5,0.0,127.8,0,0.0,13804.350285716926,0.0,0,0.0,13871.180166656382,0.0,0,0.0,5029.8774580900845,0.0,0,0.0,12039.29615661106,0.0,0,0.0,12159.823065081871,0.0,0,0.0,12084.03200442024,0.0,0,0.0,11088.481323145092,0.0,0,0.0,17217.046526573977,0.0,0,0.0,21185.456229264615,0.0,0,0.0,16707.538969794183,-3.77,1,136.7799481147075,17480.47736905962,-3.77,1,95.83188589025998,12247.315016775225,-3.77
125,125,1939-06-01,137.4,137.4,135.5,0.0,136.2,1,101.35352632684969,13804.350285716926,0.0,1,101.8442009299294,13871.180166656382,0.0,0,0.0,5029.8774580900845,0.0,0,0.0,12039.29615661106,0.0,0,0.0,12159.823065081871,0.0,0,0.0,12084.03200442024,0.0,0,0.0,11088.481323145092,0.0,0,0.0,17217.046526573977,0.0,0,0.0,21185.456229264615,0.0,0,0.0,16707.538969794183,0.0,0,0.0,18629.42893322316,6.57,1,95.83188589025998,13052.302858253408,6.57
126,126,1939-07-01,130.6,131.9,130.5,0.0,131.7,0,0.0,13348.259417246103,-3.3,1,101.8442009299294,13412.881262471701,-3.3,0,0.0,5029.8774580900845,0.0,0,0.0,12039.29615661106,0.0,0,0.0,12159.823065081871,0.0,0,0.0,12084.03200442024,0.0,0,0.0,11088.481323145092,0.0,0,0.0,17217.046526573977,0.0,0,0.0,21185.456229264615,0.0,0,0.0,16707.538969794183,0.0,0,0.0,18629.42893322316,0.0,0,0.0,12621.059371747238,-3.3
127,127,1939-08-01,143.3,143.9,142.5,0.0,143.4,1,93.08409635457534,13348.259417246103,0.0,1,101.8442009299294,14604.458413351877,8.88,1,35.0758539615766,5029.8774580900845,0.0,1,83.95604014373124,12039.29615661106,0.0,0,0.0,12159.823065081871,0.0,1,84.2680056096251,12084.03200442024,0.0,0,0.0,11088.481323145092,0.0,0,0.0,17217.046526573977,0.0,0,0.0,21185.456229264615,0.0,1,116.5100346568632,16707.538969794183,0.0,1,129.91233565706526,18629.42893322316,0.0,1,88.012966330176,12621.059371747238,0.0
128,128,1939-09-01,134.4,136,127.5,0.0,135.3,0,0.0,12594.278236774044,-5.65,1,101.8442009299294,13779.520385819449,-5.65,0,0.0,4745.763041001314,-5.65,1,83.95604014373124,11359.252231446839,-5.65,1,89.8730455660153,12159.823065081871,0.0,0,0.0,11401.461158982278,-5.65,0,0.0,11088.481323145092,0.0,0,0.0,17217.046526573977,0.0,0,0.0,21185.456229264615,0.0,0,0.0,15763.807689073592,-5.65,0,0.0,17577.13901440093,-5.65,0,0.0,11908.154344472814,-5.65
129,129,1939-10-02,152.4,152.4,150.7,0.0,151.4,1,83.18545731026448,12594.278236774044,0.0,1,101.8442009299294,15419.212020791312,11.9,1,31.345858923390452,4745.763041001314,0.0,1,83.95604014373124,12710.944477760911,11.9,1,89.8730455660153,13606.779098694718,11.9,1,75.30687687570857,11401.461158982278,0.0,1,73.23963885828991,11088.481323145092,0.0,1,113.7189334648215,17217.046526573977,0.0,0,0.0,21185.456229264615,0.0,1,104.12026214711751,15763.807689073592,0.0,1,116.0973514821726,17577.13901440093,0.0,1,78.65359540602915,11908.154344472814,0.0
130,130,1939-11-01,151.9,152.3,150.6,0.0,151.6,1,83.18545731026448,12610.915328236095,0.13,1,101.8442009299294,15439.580860977296,0.13,1,31.345858923390452,4752.032212785993,0.13,1,83.95604014373124,12727.735685789656,0.13,1,89.8730455660153,13624.75370780792,0.13,1,75.30687687570857,11416.522534357418,0.13,1,73.23963885828991,11103.129250916749,0.13,1,113.7189334648215,17239.790313266938,0.13,1,139.7457534911914,21185.456229264615,0.0,0,0.0,15784.631741503015,0.13,1,116.0973514821726,17600.358484697364,0.13,1,78.65359540602915,11923.88506355402,0.13
131,131,1939-12-01,145.7,146.9,145.5,0.0,146.5,0,0.0,12186.669495953747,-3.36,0,0.0,14920.175436234656,-3.36,1,31.345858923390452,4592.168332276701,-3.36,1,83.95604014373124,12299.559881056628,-3.36,1,89.8730455660153,13166.401175421242,-3.36,1,75.30687687570857,11032.457462291306,-3.36,1,73.23963885828991,10729.607092739472,-3.36,1,113.7189334648215,16659.82375259635,-3.36,0,0.0,20472.75288645954,-3.36,1,107.74492656316052,15784.631741503015,0.0,0,0.0,17008.261992138287,-3.36,0,0.0,11522.751726983272,-3.36
132,132,1940-01-02,150.5,151.8,150.5,0.0,151.4,1,80.493193500355,12186.669495953747,0.0,0,0.0,14920.175436234656,0.0,1,31.345858923390452,4745.763041001314,3.34,1,83.95604014373124,12710.944477760911,3.34,1,89.8730455660153,13606.779098694718,3.34,1,75.30687687570857,11401.461158982278,3.34,1,73.23963885828991,11088.481323145092,3.34,1,113.7189334648215,17217.046526573977,3.34,1,135.2229384838807,20472.75288645954,0.0,1,107.74492656316052,16312.581881662503,3.34,1,112.33990747779582,17008.261992138287,0.0,0,0.0,11522.751726983272,0.0
133,133,1940-02-01,145.3,145.6,144.7,0.0,145.2,0,0.0,11687.611696251546,-4.1,0,0.0,14920.175436234656,0.0,0,0.0,4551.418715676294,-4.1,0,0.0,12190.417028869775,-4.1,1,89.8730455660153,13049.566216185422,-4.1,1,75.30687687570857,10934.558522352883,-4.1,1,73.23963885828991,10634.395562223694,-4.1,1,113.7189334648215,16511.989139092082,-4.1,1,135.2229384838807,19634.37066785948,-4.1,1,107.74492656316052,15644.563336970907,-4.1,0,0.0,16311.754565775951,-4.1,1,79.3577942629702,11522.751726983272,0.0
134,134,1940-03-01,146.5,146.8,145.9,0.0,146.2,1,79.94262446136489,11687.611696251546,0.0,0,0.0,14920.175436234656,0.0,0,0.0,4551.418715676294,0.0,0,0.0,12190.417028869775,0.0,0,0.0,13139.439261751437,0.69,1,75.30687687570857,11009.865399228593,0.69,1,73.23963885828991,10707.635201081983,0.69,1,113.7189334648215,16625.708072556903,0.69,1,135.2229384838807,19769.59360634336,0.69,1,107.74492656316052,15752.308263534067,0.69,1,111.57150865783825,16311.754565775951,0.0,0,0.0,11602.109521246242,0.69
135,135,1940-04-01,148,148.4,147.5,0.0,147.7,1,79.94262446136489,11807.525632943592,1.03,1,101.01675989326105,14920.175436234656,0.0,0,0.0,4551.418715676294,0.0,1,82.53498326926051,12190.417028869775,0.0,0,0.0,13139.439261751437,0.0,0,0.0,11122.825714542154,1.03,1,73.23963885828991,10817.494659369419,1.03,1,113.7189334648215,16796.286472754135,1.03,1,135.2229384838807,19972.42801406918,1.03,1,107.74492656316052,15913.925653378807,1.03,1,111.57150865783825,16479.111828762707,1.03,1,78.55185864080056,11602.109521246242,0.0
136,136,1940-05-01,148.1,148.1,146.8,0.0,147.1,0,0.0,11759.560058266774,-0.41,1,101.01675989326105,14859.5653802987,-0.41,1,30.94098379113728,4551.418715676294,0.0,0,0.0,12140.89603890822,-0.41,1,89.32317649049243,13139.439261751437,0.0,0,0.0,11122.825714542154,0.0,0,0.0,10773.550876054445,-0.41,1,113.7189334648215,16728.055112675243,-0.41,1,135.2229384838807,19891.29425097885,-0.41,1,107.74492656316052,15849.278697440912,-0.41,1,111.57150865783825,16412.168923568006,-0.41,1,78.55185864080056,11554.978406061762,-0.41
137,137,1940-06-01,116.2,116.4,115.4,0.0,115.7,0,0.0,11759.560058266774,0.0,0,0.0,11687.639119650305,-21.35,0,0.0,3579.8718246345834,-21.35,0,0.0,12140.89603890822,0.0,0,0.0,10334.691519949974,-21.35,0,0.0,11122.825714542154,0.0,0,0.0,10773.550876054445,0.0,0,0.0,13157.28060187985,-21.35,0,0.0,15645.293982584999,-21.35,0,0.0,12466.088003357672,-21.35,0,0.0,12908.823551711886,-21.35,0,0.0,9088.450044740624,-21.35
138,138,1940-07-01,121.8,121.8,120.8,0.0,121.1,1,97.10619370988253,11759.560058266774,0.0,0,0.0,11687.639119650305,0.0,0,0.0,3579.8718246345834,0.0,0,0.0,12140.89603890822,0.0,0,0.0,10334.691519949974,0.0,0,0.0,11122.825714542154,0.0,0,0.0,10773.550876054445,0.0,0,0.0,13157.28060187985,0.0,0,0.0,15645.293982584999,0.0,0,0.0,12466.088003357672,0.0,0,0.0,12908.823551711886,0.0,0,0.0,9088.450044740624,0.0
139,139,1940-08-01,126.1,126.9,125.6,0.0,126.1,1,97.10619370988253,12245.091026816186,4.13,1,92.68548072680655,11687.639119650305,0.0,0,0.0,3579.8718246345834,0.0,0,0.0,12140.89603890822,0.0,0,0.0,10334.691519949974,0.0,0,0.0,11122.825714542154,0.0,0,0.0,10773.550876054445,0.0,0,0.0,13157.28060187985,0.0,0,0.0,15645.293982584999,0.0,0,0.0,12466.088003357672,0.0,0,0.0,12908.823551711886,0.0,0,0.0,9088.450044740624,0.0
140,140,1940-09-03,129.4,130.6,129.1,0.0,129.7,1,97.10619370988253,12594.673324171763,2.85,1,92.68548072680655,12021.306850266808,2.85,1,27.60117058315022,3579.8718246345834,0.0,0,0.0,12140.89603890822,0.0,0,0.0,10334.691519949974,0.0,0,0.0,11122.825714542154,0.0,0,0.0,10773.550876054445,0.0,0,0.0,13157.28060187985,0.0,0,0.0,15645.293982584999,0.0,0,0.0,12466.088003357672,0.0,0,0.0,12908.823551711886,0.0,0,0.0,9088.450044740624,0.0
141,141,1940-10-01,133,135,133.0,0.0,134.3,1,97.10619370988253,13041.361815237226,3.55,1,92.68548072680655,12447.66006161012,3.55,1,27.60117058315022,3706.837209317075,3.55,1,90.40131078859433,12140.89603890822,0.0,0,0.0,10334.691519949974,0.0,0,0.0,11122.825714542154,0.0,0,0.0,10773.550876054445,0.0,0,0.0,13157.28060187985,0.0,0,0.0,15645.293982584999,0.0,0,0.0,12466.088003357672,0.0,0,0.0,12908.823551711886,0.0,0,0.0,9088.450044740624,0.0
142,142,1940-11-01,134.6,135.8,134.1,0.0,134.4,1,97.10619370988253,13051.072434608213,0.07,1,92.68548072680655,12456.9286096828,0.07,1,27.60117058315022,3709.59732637539,0.07,1,90.40131078859433,12149.936169987079,0.07,1,76.89502619010398,10334.691519949974,0.0,0,0.0,11122.825714542154,0.0,0,0.0,10773.550876054445,0.0,0,0.0,13157.28060187985,0.0,0,0.0,15645.293982584999,0.0,0,0.0,12466.088003357672,0.0,0,0.0,12908.823551711886,0.0,0,0.0,9088.450044740624,0.0
143,143,1940-12-02,131,132,130.5,0.0,130.9,0,0.0,12711.200756623624,-2.6,0,0.0,12132.529427138978,-2.6,1,27.60117058315022,3612.993229334364,-2.6,1,90.40131078859433,11833.531582226999,-2.6,1,76.89502619010398,10065.55892828461,-2.6,1,84.97193059237703,11122.825714542154,0.0,0,0.0,10773.550876054445,0.0,0,0.0,13157.28060187985,0.0,0,0.0,15645.293982584999,0.0,0,0.0,12466.088003357672,0.0,0,0.0,12908.823551711886,0.0,0,0.0,9088.450044740624,0.0
144,144,1941-01-02,131.1,131.9,130.4,0.0,130.6,0,0.0,12711.200756623624,0.0,0,0.0,12132.529427138978,0.0,0,0.0,3604.712878159419,-0.23,1,90.40131078859433,11806.41118899042,-0.23,1,76.89502619010398,10042.490420427579,-0.23,1,84.97193059237703,11097.334135364441,-0.23,1,82.49273258847202,10773.550876054445,0.0,0,0.0,13157.28060187985,0.0,0,0.0,15645.293982584999,0.0,0,0.0,12466.088003357672,0.0,0,0.0,12908.823551711886,0.0,0,0.0,9088.450044740624,0.0
145,145,1941-02-01,124,124,122.3,0.0,123.3,0,0.0,12711.200756623624,0.0,0,0.0,12132.529427138978,0.0,0,0.0,3604.712878159419,0.0,0,0.0,11146.48162023368,-5.59,0,0.0,9481.15672923982,-5.59,0,0.0,10477.039042040089,-5.59,1,82.49273258847202,10171.3539281586,-5.59,1,106.70949393252108,13157.28060187985,0.0,0,0.0,15645.293982584999,0.0,0,0.0,12466.088003357672,0.0,0,0.0,12908.823551711886,0.0,0,0.0,9088.450044740624,0.0
146,146,1941-03-01,122,122.1,121.7,0.0,121.9,0,0.0,12711.200756623624,0.0,0,0.0,12132.529427138978,0.0,0,0.0,3604.712878159419,0.0,0,0.0,11146.48162023368,0.0,0,0.0,9481.15672923982,0.0,0,0.0,10477.039042040089,0.0,0,0.0,10055.86410253474,-1.14,1,106.70949393252108,13007.88731037432,-1.14,1,128.3453156897867,15645.293982584999,0.0,0,0.0,12466.088003357672,0.0,0,0.0,12908.823551711886,0.0,0,0.0,9088.450044740624,0.0
147,147,1941-04-01,122.9,123.6,122.9,0.0,123.3,1,103.0916525273611,12711.200756623624,0.0,1,98.3984543969098,12132.529427138978,0.0,0,0.0,3604.712878159419,0.0,0,0.0,11146.48162023368,0.0,0,0.0,9481.15672923982,0.0,0,0.0,10477.039042040089,0.0,0,0.0,10055.86410253474,0.0,0,0.0,13157.28060187985,1.15,1,128.3453156897867,15824.9774245507,1.15,1,101.10371454466888,12466.088003357672,0.0,0,0.0,12908.823551711886,0.0,0,0.0,9088.450044740624,0.0
148,148,1941-05-01,115.5,115.6,114.8,0.0,115.3,0,0.0,11886.467536404734,-6.49,0,0.0,11345.3417919637,-6.49,0,0.0,3604.712878159419,0.0,0,0.0,11146.48162023368,0.0,0,0.0,9481.15672923982,0.0,0,0.0,10477.039042040089,0.0,0,0.0,10055.86410253474,0.0,0,0.0,13157.28060187985,0.0,0,0.0,14798.214899032406,-6.49,0,0.0,11657.25828700032,-6.49,0,0.0,12908.823551711886,0.0,0,0.0,9088.450044740624,0.0
149,149,1941-06-02,115.8,116.5,115.5,0.0,116.2,1,102.29318017560013,11886.467536404734,0.0,0,0.0,11345.3417919637,0.0,0,0.0,3604.712878159419,0.0,0,0.0,11146.48162023368,0.0,0,0.0,9481.15672923982,0.0,0,0.0,10477.039042040089,0.0,0,0.0,10055.86410253474,0.0,0,0.0,13157.28060187985,0.0,0,0.0,14798.214899032406,0.0,0,0.0,11657.25828700032,0.0,0,0.0,12908.823551711886,0.0,1,78.21385580671793,9088.450044740624,0.0
150,150,1941-07-01,123.1,123.4,122.5,0.0,122.9,1,102.29318017560013,12571.831843581256,5.77,1,92.3136028638218,11345.3417919637,0.0,0,0.0,3604.712878159419,0.0,1,90.69553800027404,11146.48162023368,0.0,0,0.0,9481.15672923982,0.0,0,0.0,10477.039042040089,0.0,0,0.0,10055.86410253474,0.0,0,0.0,13157.28060187985,0.0,0,0.0,14798.214899032406,0.0,0,0.0,11657.25828700032,0.0,0,0.0,12908.823551711886,0.0,1,78.21385580671793,9612.482878645635,5.77
151,151,1941-08-01,128.7,128.7,127.6,0.0,128.2,1,102.29318017560013,13113.985698511935,4.31,1,92.3136028638218,11834.603887141953,4.31,1,28.117885165050073,3604.712878159419,0.0,1,90.69553800027404,11627.167971635132,4.31,1,73.95598072729969,9481.15672923982,0.0,1,81.7241734948525,10477.039042040089,0.0,0,0.0,10055.86410253474,0.0,0,0.0,13157.28060187985,0.0,0,0.0,14798.214899032406,0.0,0,0.0,11657.25828700032,0.0,0,0.0,12908.823551711886,0.0,1,78.21385580671793,10027.016314421238,4.31
152,152,1941-09-02,127.8,128.6,127.8,0.0,128.3,1,102.29318017560013,13124.215016529497,0.08,1,92.3136028638218,11843.835247428338,0.08,1,28.117885165050073,3607.5246666759244,0.08,1,90.69553800027404,11636.237525435161,0.08,1,73.95598072729969,9488.552327312551,0.08,1,81.7241734948525,10485.211459389577,0.08,1,78.37774047182182,10055.86410253474,0.0,0,0.0,13157.28060187985,0.0,0,0.0,14798.214899032406,0.0,0,0.0,11657.25828700032,0.0,0,0.0,12908.823551711886,0.0,0,0.0,10034.837700001912,0.08
153,153,1941-10-01,126.8,127.2,126.4,0.0,126.9,0,0.0,12981.004564283658,-1.09,0,0.0,11714.596203418987,-1.09,1,28.117885165050073,3568.1596274448543,-1.09,1,90.69553800027404,11509.263772234777,-1.09,1,73.95598072729969,9385.01395429433,-1.09,1,81.7241734948525,10370.797616496782,-1.09,1,78.37774047182182,9946.13526587419,-1.09,1,103.68227424649211,13157.28060187985,0.0,0,0.0,14798.214899032406,0.0,0,0.0,11657.25828700032,0.0,0,0.0,12908.823551711886,0.0,0,0.0,10034.837700001912,0.0
154,154,1941-11-01,117.8,118.4,117.7,0.0,118.1,0,0.0,12981.004564283658,0.0,0,0.0,11714.596203418987,0.0,0,0.0,3320.7222379924133,-6.93,0,0.0,10711.143037832364,-6.93,1,73.95598072729969,8734.201323894093,-6.93,1,81.7241734948525,9651.62488974208,-6.93,0,0.0,9256.411149722157,-6.93,0,0.0,12244.876588510719,-6.93,0,0.0,14798.214899032406,0.0,0,0.0,11657.25828700032,0.0,0,0.0,12908.823551711886,0.0,0,0.0,10034.837700001912,0.0
155,155,1941-12-01,114.2,114.9,113.1,0.0,113.6,0,0.0,12981.004564283658,0.0,0,0.0,11714.596203418987,0.0,0,0.0,3320.7222379924133,0.0,0,0.0,10711.143037832364,0.0,0,0.0,8401.399410621245,-3.81,0,0.0,9283.866109015244,-3.81,0,0.0,9256.411149722157,0.0,0,0.0,12244.876588510719,0.0,0,0.0,14798.214899032406,0.0,0,0.0,11657.25828700032,0.0,0,0.0,12908.823551711886,0.0,0,0.0,10034.837700001912,0.0
156,156,1942-01-02,111,113,110.1,0.0,112.8,0,0.0,12981.004564283658,0.0,0,0.0,11714.596203418987,0.0,0,0.0,3320.7222379924133,0.0,0,0.0,10711.143037832364,0.0,0,0.0,8401.399410621245,0.0,0,0.0,9283.866109015244,0.0,0,0.0,9256.411149722157,0.0,0,0.0,12244.876588510719,0.0,0,0.0,14798.214899032406,0.0,0,0.0,11657.25828700032,0.0,0,0.0,12908.823551711886,0.0,0,0.0,10034.837700001912,0.0
157,157,1942-02-02,109.1,109.7,109.1,0.0,109.5,0,0.0,12981.004564283658,0.0,0,0.0,11714.596203418987,0.0,0,0.0,3320.7222379924133,0.0,0,0.0,10711.143037832364,0.0,0,0.0,8401.399410621245,0.0,0,0.0,9283.866109015244,0.0,0,0.0,9256.411149722157,0.0,0,0.0,12244.876588510719,0.0,0,0.0,14798.214899032406,0.0,0,0.0,11657.25828700032,0.0,0,0.0,12908.823551711886,0.0,0,0.0,10034.837700001912,0.0
158,158,1942-03-02,106.5,106.5,105.3,0.0,105.8,0,0.0,12981.004564283658,0.0,0,0.0,11714.596203418987,0.0,0,0.0,3320.7222379924133,0.0,0,0.0,10711.143037832364,0.0,0,0.0,8401.399410621245,0.0,0,0.0,9283.866109015244,0.0,0,0.0,9256.411149722157,0.0,0,0.0,12244.876588510719,0.0,0,0.0,14798.214899032406,0.0,0,0.0,11657.25828700032,0.0,0,0.0,12908.823551711886,0.0,0,0.0,10034.837700001912,0.0
159,159,1942-04-01,99.5,100.2,99.3,0.0,100.0,0,0.0,12981.004564283658,0.0,0,0.0,11714.596203418987,0.0,0,0.0,3320.7222379924133,0.0,0,0.0,10711.143037832364,0.0,0,0.0,8401.399410621245,0.0,0,0.0,9283.866109015244,0.0,0,0.0,9256.411149722157,0.0,0,0.0,12244.876588510719,0.0,0,0.0,14798.214899032406,0.0,0,0.0,11657.25828700032,0.0,0,0.0,12908.823551711886,0.0,0,0.0,10034.837700001912,0.0
160,160,1942-05-01,95.4,96.3,95.1,0.0,95.8,1,135.50109148521562,12981.004564283658,0.0,1,122.2817975304696,11714.596203418987,0.0,1,34.66307137779137,3320.7222379924133,0.0,1,111.80733859950276,10711.143037832364,0.0,1,87.69727986034702,8401.399410621245,0.0,1,96.90883203564972,9283.866109015244,0.0,1,96.62224582173441,9256.411149722157,0.0,1,127.81708338737702,12244.876588510719,0.0,1,154.46988412351155,14798.214899032406,0.0,1,121.6832806576234,11657.25828700032,0.0,1,134.74763623916374,12908.823551711886,0.0,1,104.74778392486338,10034.837700001912,0.0
