,Unnamed: 0,Date,Open,High,Low,Dividend,Close,Momentum 1,Shares 1,Capital 1,MonthCng 1,Momentum 2,Shares 2,Capital 2,MonthCng 2,Momentum 3,Shares 3,Capital 3,MonthCng 3,Momentum 4,Shares 4,Capital 4,MonthCng 4,Momentum 5,Shares 5,Capital 5,MonthCng 5,Momentum 6,Shares 6,Capital 6,MonthCng 6,Momentum 7,Shares 7,Capital 7,MonthCng 7,Momentum 8,Shares 8,Capital 8,MonthCng 8,Momentum 9,Shares 9,Capital 9,MonthCng 9,Momentum 10,Shares 10,Capital 10,MonthCng 10,Momentum 11,Shares 11,Capital 11,MonthCng 11,Momentum 12,Shares 12,Capital 12,MonthCng 12
10,10,1929-11-04,269.8,269.8,255.4,0.0,257.7,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
11,11,1929-12-02,239,243.4,236.1,0.0,241.7,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
12,12,1930-01-02,248.5,252.3,241.8,0.0,244.2,1,40.95004095004095,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
13,13,1930-02-01,267.1,269.2,265.7,0.0,268.4,1,40.95004095004095,10990.99099099099,9.91,1,37.257824143070046,10000.0,0.0,1,37.257824143070046,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
14,14,1930-03-01,271.1,274.2,270.4,0.0,273.2,1,40.95004095004095,11187.551187551187,1.79,1,37.257824143070046,10178.837555886736,1.79,1,37.257824143070046,10178.837555886736,1.79,1,36.603221083455345,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
15,15,1930-04-01,286.1,290.2,283.6,0.0,287.1,1,40.95004095004095,11756.756756756758,5.09,1,37.257824143070046,10696.72131147541,5.09,1,37.257824143070046,10696.72131147541,5.09,1,36.603221083455345,10508.78477306003,5.09,1,34.83106931382793,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
16,16,1930-05-01,279.2,282,273.0,0.0,274.6,0,0.0,11244.881244881246,-4.35,1,37.257824143070046,10230.998509687035,-4.35,1,37.257824143070046,10230.998509687035,-4.35,1,36.603221083455345,10051.244509516839,-4.35,1,34.83106931382793,9564.611633577151,-4.35,1,36.416605972323374,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
17,17,1930-06-02,275.1,276.9,273.0,0.0,274.5,0,0.0,11244.881244881246,0.0,0,0.0,10227.272727272728,-0.04,1,37.257824143070046,10227.272727272728,-0.04,1,36.603221083455345,10047.584187408493,-0.04,1,34.83106931382793,9561.128526645767,-0.04,1,36.416605972323374,9996.358339402766,-0.04,1,36.42987249544627,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
18,18,1930-07-01,226.3,229.5,221.9,0.0,223.0,0,0.0,11244.881244881246,0.0,0,0.0,10227.272727272728,0.0,0,0.0,8308.49478390462,-18.76,0,0.0,8162.518301610542,-18.76,0,0.0,7767.328456983629,-18.76,0,0.0,8120.903131828112,-18.76,0,0.0,8123.861566484517,-18.76,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
19,19,1930-08-01,234,235.8,231.9,0.0,233.6,1,48.13733409623821,11244.881244881246,0.0,0,0.0,10227.272727272728,0.0,0,0.0,8308.49478390462,0.0,0,0.0,8162.518301610542,0.0,0,0.0,7767.328456983629,0.0,0,0.0,8120.903131828112,0.0,0,0.0,8123.861566484517,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
20,20,1930-09-02,240.4,242.8,238.5,0.0,240.4,1,48.13733409623821,11572.215116735666,2.91,1,42.54273181061867,10227.272727272728,0.0,0,0.0,8308.49478390462,0.0,0,0.0,8162.518301610542,0.0,0,0.0,7767.328456983629,0.0,0,0.0,8120.903131828112,0.0,0,0.0,8123.861566484517,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
21,21,1930-10-01,205.9,215.3,205.9,0.0,214.1,0,0.0,10306.203230004601,-10.94,0,0.0,9108.398880653456,-10.94,0,0.0,8308.49478390462,0.0,0,0.0,8162.518301610542,0.0,0,0.0,7767.328456983629,0.0,0,0.0,8120.903131828112,0.0,0,0.0,8123.861566484517,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
22,22,1930-11-01,183.4,185.7,181.3,0.0,184.9,0,0.0,10306.203230004601,0.0,0,0.0,9108.398880653456,0.0,0,0.0,8308.49478390462,0.0,0,0.0,8162.518301610542,0.0,0,0.0,7767.328456983629,0.0,0,0.0,8120.903131828112,0.0,0,0.0,8123.861566484517,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
23,23,1930-12-01,183.4,186.3,182.3,0.0,185.5,1,55.55904706201942,10306.203230004601,0.0,0,0.0,9108.398880653456,0.0,0,0.0,8308.49478390462,0.0,0,0.0,8162.518301610542,0.0,0,0.0,7767.328456983629,0.0,0,0.0,8120.903131828112,0.0,0,0.0,8123.861566484517,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
24,24,1931-01-02,164.6,170.1,161.5,0.0,169.8,0,0.0,9433.926191130897,-8.46,0,0.0,9108.398880653456,0.0,0,0.0,8308.49478390462,0.0,0,0.0,8162.518301610542,0.0,0,0.0,7767.328456983629,0.0,0,0.0,8120.903131828112,0.0,0,0.0,8123.861566484517,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
25,25,1931-02-02,167.6,169.3,165.6,0.0,168.7,0,0.0,9433.926191130897,0.0,0,0.0,9108.398880653456,0.0,0,0.0,8308.49478390462,0.0,0,0.0,8162.518301610542,0.0,0,0.0,7767.328456983629,0.0,0,0.0,8120.903131828112,0.0,0,0.0,8123.861566484517,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
26,26,1931-03-02,189.7,191.9,183.5,0.0,184.4,1,51.16012034235844,9433.926191130897,0.0,1,49.39478785603826,9108.398880653456,0.0,0,0.0,8308.49478390462,0.0,0,0.0,8162.518301610542,0.0,0,0.0,7767.328456983629,0.0,0,0.0,8120.903131828112,0.0,0,0.0,8123.861566484517,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
27,27,1931-04-01,172.4,173.7,169.2,0.0,170.8,0,0.0,8738.148554474821,-7.38,1,49.39478785603826,8436.629765811336,-7.38,1,48.644583043938056,8308.49478390462,0.0,0,0.0,8162.518301610542,0.0,0,0.0,7767.328456983629,0.0,0,0.0,8120.903131828112,0.0,0,0.0,8123.861566484517,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
28,28,1931-05-01,151.2,153.8,144.9,0.0,145.6,0,0.0,8738.148554474821,0.0,0,0.0,7191.88111183917,-14.75,0,0.0,7082.6512911973805,-14.75,0,0.0,8162.518301610542,0.0,0,0.0,7767.328456983629,0.0,0,0.0,8120.903131828112,0.0,0,0.0,8123.861566484517,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
29,29,1931-06-01,128.4,128.4,121.8,0.0,122.8,0,0.0,8738.148554474821,0.0,0,0.0,7191.88111183917,0.0,0,0.0,7082.6512911973805,0.0,0,0.0,8162.518301610542,0.0,0,0.0,7767.328456983629,0.0,0,0.0,8120.903131828112,0.0,0,0.0,8123.861566484517,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
30,30,1931-07-01,150.2,153.9,147.4,0.0,152.7,1,57.224286538800406,8738.148554474821,0.0,1,47.09810813254205,7191.88111183917,0.0,0,0.0,7082.6512911973805,0.0,0,0.0,8162.518301610542,0.0,0,0.0,7767.328456983629,0.0,0,0.0,8120.903131828112,0.0,0,0.0,8123.861566484517,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
31,31,1931-08-01,135.4,137.8,135.3,0.0,136.7,0,0.0,7822.5599698540145,-10.48,1,47.09810813254205,6438.311381718498,-10.48,0,0.0,7082.6512911973805,0.0,0,0.0,8162.518301610542,0.0,0,0.0,7767.328456983629,0.0,0,0.0,8120.903131828112,0.0,0,0.0,8123.861566484517,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
32,32,1931-09-01,139.4,140.5,138.5,0.0,140.1,1,55.83554582336913,7822.5599698540145,0.0,0,0.0,6598.444949369141,2.49,1,50.55425618270793,7082.6512911973805,0.0,0,0.0,8162.518301610542,0.0,0,0.0,7767.328456983629,0.0,0,0.0,8120.903131828112,0.0,0,0.0,8123.861566484517,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0,0,0.0,10000.0,0.0
33,33,1931-10-01,96.6,98.5,92.9,0.0,95.7,1,55.83554582336913,5343.461735296426,-31.69,1,68.94926801848632,6598.444949369141,0.0,1,50.55425618270793,4838.042316685149,-31.69,1,85.29277222163576,8162.518301610542,0.0,1,81.16330676053948,7767.328456983629,0.0,1,84.8579219626762,8120.903131828112,0.0,1,84.8888355954495,8123.861566484517,0.0,1,104.4932079414838,10000.0,0.0,1,104.4932079414838,10000.0,0.0,1,104.4932079414838,10000.0,0.0,1,104.4932079414838,10000.0,0.0,1,104.4932079414838,10000.0,0.0
34,34,1931-11-02,105.4,107.8,103.9,0.0,104.5,0,0.0,5834.814538542074,9.2,0,0.0,7205.198507931821,9.2,0,0.0,5282.919771092978,9.2,0,0.0,8913.094697160937,9.2,0,0.0,8481.565556476377,9.2,0,0.0,8867.652845099663,9.2,0,0.0,8870.883319724473,9.2,0,0.0,10919.540229885057,9.2,0,0.0,10919.540229885057,9.2,0,0.0,10919.540229885057,9.2,0,0.0,10919.540229885057,9.2,0,0.0,10919.540229885057,9.2
35,35,1931-12-01,93.4,93.4,87.8,0.0,91.2,1,63.97822958927713,5834.814538542074,0.0,0,0.0,7205.198507931821,0.0,1,57.9267518760195,5282.919771092978,0.0,1,97.73130150395764,8913.094697160937,0.0,1,92.99962232978483,8481.565556476377,0.0,1,97.23303558223314,8867.652845099663,0.0,1,97.26845745311923,8870.883319724473,0.0,1,119.73180076628351,10919.540229885057,0.0,1,119.73180076628351,10919.540229885057,0.0,1,119.73180076628351,10919.540229885057,0.0,1,119.73180076628351,10919.540229885057,0.0,1,119.73180076628351,10919.540229885057,0.0
36,36,1932-01-02,77.9,78.1,74.3,0.0,74.6,0,0.0,4772.775927360073,-18.2,1,96.58443040123085,7205.198507931821,0.0,0,0.0,4321.3356899510545,-18.2,1,97.73130150395764,7290.755092195239,-18.2,1,92.99962232978483,6937.771825801948,-18.2,1,97.23303558223314,7253.584454434592,-18.2,1,97.26845745311923,7256.226926002693,-18.2,1,119.73180076628351,8931.99233716475,-18.2,1,119.73180076628351,8931.99233716475,-18.2,1,119.73180076628351,8931.99233716475,-18.2,1,119.73180076628351,8931.99233716475,-18.2,1,119.73180076628351,8931.99233716475,-18.2
37,37,1932-02-01,76.3,80.6,76.3,0.0,79.6,1,59.959496574875295,4772.775927360073,0.0,0,0.0,7688.120659937975,6.7,1,54.28813680843034,4321.3356899510545,0.0,0,0.0,7779.4115997150275,6.7,1,92.99962232978483,7402.769937450872,6.7,1,97.23303558223314,7739.749632345757,6.7,1,97.26845745311923,7742.56921326829,6.7,1,119.73180076628351,9530.651340996166,6.7,1,119.73180076628351,9530.651340996166,6.7,1,119.73180076628351,9530.651340996166,6.7,1,119.73180076628351,9530.651340996166,6.7,1,119.73180076628351,9530.651340996166,6.7
38,38,1932-03-01,81.4,82.2,80.5,0.0,81.9,1,59.959496574875295,4910.682769482287,2.89,1,93.8720471298898,7688.120659937975,0.0,0,0.0,4446.198404610445,2.89,1,94.9867106192311,7779.4115997150275,0.0,0,0.0,7616.669068809378,2.89,1,97.23303558223314,7963.385614184895,2.89,1,97.26845745311923,7966.2866654104655,2.89,1,119.73180076628351,9806.03448275862,2.89,1,119.73180076628351,9806.03448275862,2.89,1,119.73180076628351,9806.03448275862,2.89,1,119.73180076628351,9806.03448275862,2.89,1,119.73180076628351,9806.03448275862,2.89
39,39,1932-04-01,73.3,74.4,71.2,0.0,72.2,0,0.0,4329.075652705997,-11.84,0,0.0,6777.561802778044,-11.84,0,0.0,4446.198404610445,0.0,0,0.0,6858.040506708486,-11.84,1,105.49403142395259,7616.669068809378,0.0,0,0.0,7020.225169037233,-11.84,1,97.26845745311923,7022.782628115208,-11.84,1,119.73180076628351,8644.63601532567,-11.84,1,119.73180076628351,8644.63601532567,-11.84,1,119.73180076628351,8644.63601532567,-11.84,1,119.73180076628351,8644.63601532567,-11.84,1,119.73180076628351,8644.63601532567,-11.84
40,40,1932-05-02,56.1,56.3,54.2,0.0,55.4,0,0.0,4329.075652705997,0.0,0,0.0,6777.561802778044,0.0,0,0.0,4446.198404610445,0.0,0,0.0,6858.040506708486,0.0,0,0.0,5844.369340886973,-23.27,1,126.71886586709807,7020.225169037233,0.0,0,0.0,5388.672542902805,-23.27,1,119.73180076628351,6633.141762452106,-23.27,1,119.73180076628351,6633.141762452106,-23.27,1,119.73180076628351,6633.141762452106,-23.27,1,119.73180076628351,6633.141762452106,-23.27,1,119.73180076628351,6633.141762452106,-23.27
41,41,1932-06-01,44.7,48.6,44.1,0.0,44.9,0,0.0,4329.075652705997,0.0,0,0.0,6777.561802778044,0.0,0,0.0,4446.198404610445,0.0,0,0.0,6858.040506708486,0.0,0,0.0,5844.369340886973,0.0,0,0.0,5689.677077432703,-18.95,1,120.01497868380412,5388.672542902805,0.0,0,0.0,5375.95785440613,-18.95,1,119.73180076628351,5375.95785440613,-18.95,1,119.73180076628351,5375.95785440613,-18.95,1,119.73180076628351,5375.95785440613,-18.95,1,119.73180076628351,5375.95785440613,-18.95
42,42,1932-07-01,42.8,44.6,42.6,0.0,44.4,0,0.0,4329.075652705997,0.0,0,0.0,6777.561802778044,0.0,0,0.0,4446.198404610445,0.0,0,0.0,6858.040506708486,0.0,0,0.0,5844.369340886973,0.0,0,0.0,5689.677077432703,0.0,0,0.0,5328.665053560902,-1.11,1,121.08013185599391,5375.95785440613,0.0,0,0.0,5316.091954022988,-1.11,1,119.73180076628351,5316.091954022988,-1.11,1,119.73180076628351,5316.091954022988,-1.11,1,119.73180076628351,5316.091954022988,-1.11
43,43,1932-08-01,54.3,56.9,53.6,0.0,54.9,1,78.85383702561015,4329.075652705997,0.0,1,123.45285615260553,6777.561802778044,0.0,0,0.0,4446.198404610445,0.0,0,0.0,6858.040506708486,0.0,0,0.0,5844.369340886973,0.0,0,0.0,5689.677077432703,0.0,0,0.0,5328.665053560902,0.0,0,0.0,6647.299238894066,23.65,1,96.83227602956262,5316.091954022988,0.0,0,0.0,6573.275862068965,23.65,1,119.73180076628351,6573.275862068965,23.65,1,119.73180076628351,6573.275862068965,23.65
44,44,1932-09-01,73.2,74.6,71.9,0.0,73.7,1,78.85383702561015,5811.527788787468,34.24,1,123.45285615260553,9098.475498447027,34.24,1,60.328336561878494,4446.198404610445,0.0,1,93.05346684814769,6858.040506708486,0.0,1,79.29944831596978,5844.369340886973,0.0,0,0.0,5689.677077432703,0.0,0,0.0,5328.665053560902,0.0,0,0.0,6647.299238894066,0.0,0,0.0,7136.5387433787655,34.24,1,89.18963177841201,6573.275862068965,0.0,0,0.0,8824.233716475095,34.24,1,119.73180076628351,8824.233716475095,34.24
45,45,1932-10-01,71.6,72.3,71.2,0.0,72.1,0,0.0,5685.361649546491,-2.17,1,123.45285615260553,8900.950928602859,-2.17,1,60.328336561878494,4349.673066111439,-2.17,1,93.05346684814769,6709.154959751448,-2.17,1,79.29944831596978,5717.490223581421,-2.17,0,0.0,5689.677077432703,0.0,0,0.0,5328.665053560902,0.0,0,0.0,6647.299238894066,0.0,0,0.0,7136.5387433787655,0.0,0,0.0,6430.572451223506,-2.17,1,122.38881714944654,8824.233716475095,0.0,0,0.0,8632.66283524904,-2.17
46,46,1932-11-01,61.6,61.6,59.9,0.0,60.2,0,0.0,5685.361649546491,0.0,0,0.0,7431.861940386853,-16.5,1,60.328336561878494,3631.7658610250855,-16.5,1,93.05346684814769,5601.818704258491,-16.5,1,79.29944831596978,4773.826788621382,-16.5,1,94.5129082630017,5689.677077432703,0.0,0,0.0,5328.665053560902,0.0,0,0.0,6647.299238894066,0.0,0,0.0,7136.5387433787655,0.0,0,0.0,6430.572451223506,0.0,0,0.0,7367.806792396682,-16.5,1,143.39971487124652,8632.66283524904,0.0
47,47,1932-12-01,56.4,58.4,56.0,0.0,58.0,0,0.0,5685.361649546491,0.0,0,0.0,7431.861940386853,0.0,0,0.0,3499.0435205889526,-3.65,1,93.05346684814769,5397.101077192566,-3.65,1,79.29944831596978,4599.368002326248,-3.65,1,94.5129082630017,5481.7486792540985,-3.65,1,91.87353540622246,5328.665053560902,0.0,0,0.0,6647.299238894066,0.0,0,0.0,7136.5387433787655,0.0,0,0.0,6430.572451223506,0.0,0,0.0,7367.806792396682,0.0,0,0.0,8317.183462532297,-3.65
48,48,1933-01-03,59.9,60.2,58.9,0.0,59.3,1,95.87456407329665,5685.361649546491,0.0,0,0.0,7431.861940386853,0.0,0,0.0,3499.0435205889526,0.0,0,0.0,5518.070584095158,2.24,1,79.29944831596978,4702.457285137008,2.24,1,94.5129082630017,5604.615459996001,2.24,1,91.87353540622246,5448.1006495889915,2.24,1,112.09610858168745,6647.299238894066,0.0,0,0.0,7136.5387433787655,0.0,0,0.0,6430.572451223506,0.0,0,0.0,7367.806792396682,0.0,0,0.0,8317.183462532297,0.0
49,49,1933-02-01,60.9,60.9,58.6,0.0,59.1,0,0.0,5666.186736731833,-0.34,1,125.75062504884693,7431.861940386853,0.0,0,0.0,3499.0435205889526,0.0,0,0.0,5518.070584095158,0.0,0,0.0,4686.597395473815,-0.34,1,94.5129082630017,5585.712878343401,-0.34,1,91.87353540622246,5429.725942507747,-0.34,1,112.09610858168745,6624.880017177728,-0.34,1,120.75361663923461,7136.5387433787655,0.0,0,0.0,6430.572451223506,0.0,0,0.0,7367.806792396682,0.0,0,0.0,8317.183462532297,0.0
50,50,1933-03-01,51.4,53,50.8,0.0,52.5,0,0.0,5666.186736731833,0.0,0,0.0,6601.907815064464,-11.17,0,0.0,3499.0435205889526,0.0,0,0.0,5518.070584095158,0.0,0,0.0,4686.597395473815,0.0,0,0.0,4961.927683807589,-11.17,0,0.0,4823.360608826679,-11.17,1,112.09610858168745,5885.045700538591,-11.17,1,120.75361663923461,6339.564873559817,-11.17,0,0.0,6430.572451223506,0.0,0,0.0,7367.806792396682,0.0,0,0.0,8317.183462532297,0.0
51,51,1933-04-01,55.4,56.1,55.0,0.0,55.7,1,101.72687139554456,5666.186736731833,0.0,0,0.0,6601.907815064464,0.0,0,0.0,3499.0435205889526,0.0,0,0.0,5518.070584095158,0.0,0,0.0,4686.597395473815,0.0,0,0.0,4961.927683807589,0.0,0,0.0,4823.360608826679,0.0,1,112.09610858168745,6243.753247999991,6.1,1,120.75361663923461,6725.976446805368,6.1,1,115.45013377421014,6430.572451223506,0.0,1,132.27660309509304,7367.806792396682,0.0,0,0.0,8317.183462532297,0.0
52,52,1933-05-01,77.7,80,76.9,0.0,77.8,1,101.72687139554456,7914.350594573367,39.68,1,84.85742692884915,6601.907815064464,0.0,1,44.97485244972947,3499.0435205889526,0.0,1,70.92635712204573,5518.070584095158,0.0,1,60.23904107292821,4686.597395473815,0.0,1,63.777990794442026,4961.927683807589,0.0,1,61.996922992630836,4823.360608826679,0.0,1,112.09610858168745,8721.077247655283,39.68,1,120.75361663923461,9394.631374532451,39.68,1,115.45013377421014,8982.020407633549,39.68,1,132.27660309509304,10291.119720798239,39.68,1,106.90467175491385,8317.183462532297,0.0
