,Unnamed: 0,Date,Open,High,Low,Close,Dividend,Momentum 1,Shares 1,Capital 1,MonthCng 1,Momentum 2,Shares 2,Capital 2,MonthCng 2,Momentum 3,Shares 3,Capital 3,MonthCng 3,Momentum 4,Shares 4,Capital 4,MonthCng 4,Momentum 5,Shares 5,Capital 5,MonthCng 5,Momentum 6,Shares 6,Capital 6,MonthCng 6,Momentum 7,Shares 7,Capital 7,MonthCng 7,Momentum 8,Shares 8,Capital 8,MonthCng 8,Momentum 9,Shares 9,Capital 9,MonthCng 9,Momentum 10,Shares 10,Capital 10,MonthCng 10,Momentum 11,Shares 11,Capital 11,MonthCng 11,Momentum 12,Shares 12,Capital 12,MonthCng 12
12,12,1929-01-01,24.81,25.74,24.17,25.74,0,1,388.5003885003885,10000.0,0.0,1,388.5003885003885,10000.0,0.0,1,388.5003885003885,10000.0,0.0,1,388.5003885003885,10000.0,0.0,1,388.5003885003885,10000.0,0.0,1,388.5003885003885,10000.0,0.0,1,388.5003885003885,10000.0,0.0,1,388.5003885003885,10000.0,0.0,1,388.5003885003885,10000.0,0.0,1,388.5003885003885,10000.0,0.0,1,388.5003885003885,10000.0,0.0,1,388.5003885003885,10000.0,0.0
13,13,1929-02-01,25.84,25.84,24.35,25.59,0,0,0.0,9941.724941724942,-0.58,1,388.5003885003885,9941.724941724942,-0.58,1,388.5003885003885,9941.724941724942,-0.58,1,388.5003885003885,9941.724941724942,-0.58,1,388.5003885003885,9941.724941724942,-0.58,1,388.5003885003885,9941.724941724942,-0.58,1,388.5003885003885,9941.724941724942,-0.58,1,388.5003885003885,9941.724941724942,-0.58,1,388.5003885003885,9941.724941724942,-0.58,1,388.5003885003885,9941.724941724942,-0.58,1,388.5003885003885,9941.724941724942,-0.58,1,388.5003885003885,9941.724941724942,-0.58
14,14,1929-03-01,25.83,26.08,24.35,25.35,0,0,0.0,9941.724941724942,0.0,0,0.0,9848.48484848485,-0.94,1,388.5003885003885,9848.48484848485,-0.94,1,388.5003885003885,9848.48484848485,-0.94,1,388.5003885003885,9848.48484848485,-0.94,1,388.5003885003885,9848.48484848485,-0.94,1,388.5003885003885,9848.48484848485,-0.94,1,388.5003885003885,9848.48484848485,-0.94,1,388.5003885003885,9848.48484848485,-0.94,1,388.5003885003885,9848.48484848485,-0.94,1,388.5003885003885,9848.48484848485,-0.94,1,388.5003885003885,9848.48484848485,-0.94
15,15,1929-04-01,24.88,25.94,24.63,25.94,0,1,383.25847886372173,9941.724941724942,0.0,1,379.664026541436,9848.48484848485,0.0,1,388.5003885003885,10077.700077700078,2.33,1,388.5003885003885,10077.700077700078,2.33,1,388.5003885003885,10077.700077700078,2.33,1,388.5003885003885,10077.700077700078,2.33,1,388.5003885003885,10077.700077700078,2.33,1,388.5003885003885,10077.700077700078,2.33,1,388.5003885003885,10077.700077700078,2.33,1,388.5003885003885,10077.700077700078,2.33,1,388.5003885003885,10077.700077700078,2.33,1,388.5003885003885,10077.700077700078,2.33
16,16,1929-05-01,26.11,26.37,24.2,24.83,0,0,0.0,9516.30803018621,-4.28,0,0.0,9427.057779023855,-4.28,0,0.0,9646.464646464647,-4.28,0,0.0,9646.464646464647,-4.28,1,388.5003885003885,9646.464646464647,-4.28,1,388.5003885003885,9646.464646464647,-4.28,1,388.5003885003885,9646.464646464647,-4.28,1,388.5003885003885,9646.464646464647,-4.28,1,388.5003885003885,9646.464646464647,-4.28,1,388.5003885003885,9646.464646464647,-4.28,1,388.5003885003885,9646.464646464647,-4.28,1,388.5003885003885,9646.464646464647,-4.28
17,17,1929-06-01,25.27,27.41,25.27,27.41,0,1,347.18380263357204,9516.30803018621,0.0,1,343.9276825619794,9427.057779023855,0.0,1,351.93231107131146,9646.464646464647,0.0,1,351.93231107131146,9646.464646464647,0.0,1,388.5003885003885,10648.795648795649,10.39,1,388.5003885003885,10648.795648795649,10.39,1,388.5003885003885,10648.795648795649,10.39,1,388.5003885003885,10648.795648795649,10.39,1,388.5003885003885,10648.795648795649,10.39,1,388.5003885003885,10648.795648795649,10.39,1,388.5003885003885,10648.795648795649,10.39,1,388.5003885003885,10648.795648795649,10.39
18,18,1929-07-01,28.06,28.88,28.06,28.88,0,1,347.18380263357204,10026.66822005756,5.36,1,343.9276825619794,9932.631472389965,5.36,1,351.93231107131146,10163.805143739475,5.36,1,351.93231107131146,10163.805143739475,5.36,1,388.5003885003885,11219.89121989122,5.36,1,388.5003885003885,11219.89121989122,5.36,1,388.5003885003885,11219.89121989122,5.36,1,388.5003885003885,11219.89121989122,5.36,1,388.5003885003885,11219.89121989122,5.36,1,388.5003885003885,11219.89121989122,5.36,1,388.5003885003885,11219.89121989122,5.36,1,388.5003885003885,11219.89121989122,5.36
19,19,1929-08-01,29.56,31.71,28.38,31.71,0,1,347.18380263357204,11009.19838151057,9.8,1,343.9276825619794,10905.946814040368,9.8,1,351.93231107131146,11159.773584071287,9.8,1,351.93231107131146,11159.773584071287,9.8,1,388.5003885003885,12319.34731934732,9.8,1,388.5003885003885,12319.34731934732,9.8,1,388.5003885003885,12319.34731934732,9.8,1,388.5003885003885,12319.34731934732,9.8,1,388.5003885003885,12319.34731934732,9.8,1,388.5003885003885,12319.34731934732,9.8,1,388.5003885003885,12319.34731934732,9.8,1,388.5003885003885,12319.34731934732,9.8
20,20,1929-09-01,31.72,31.86,30.16,30.16,0,0,0.0,10471.063487428533,-4.89,1,343.9276825619794,10372.8589060693,-4.89,1,351.93231107131146,10614.278501910754,-4.89,1,351.93231107131146,10614.278501910754,-4.89,1,388.5003885003885,11717.171717171717,-4.89,1,388.5003885003885,11717.171717171717,-4.89,1,388.5003885003885,11717.171717171717,-4.89,1,388.5003885003885,11717.171717171717,-4.89,1,388.5003885003885,11717.171717171717,-4.89,1,388.5003885003885,11717.171717171717,-4.89,1,388.5003885003885,11717.171717171717,-4.89,1,388.5003885003885,11717.171717171717,-4.89
21,21,1929-10-01,29.98,30.81,20.43,24.15,0,0,0.0,10471.063487428533,0.0,0,0.0,8305.853533871801,-19.93,0,0.0,8499.165312372172,-19.93,0,0.0,8499.165312372172,-19.93,0,0.0,9382.284382284382,-19.93,0,0.0,9382.284382284382,-19.93,0,0.0,9382.284382284382,-19.93,0,0.0,9382.284382284382,-19.93,0,0.0,9382.284382284382,-19.93,0,0.0,9382.284382284382,-19.93,0,0.0,9382.284382284382,-19.93,1,388.5003885003885,9382.284382284382,-19.93
22,22,1929-11-01,22.88,22.88,17.66,20.92,0,0,0.0,10471.063487428533,0.0,0,0.0,8305.853533871801,0.0,0,0.0,8499.165312372172,0.0,0,0.0,8499.165312372172,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,8127.428127428128,-13.37
23,23,1929-12-01,20.95,22.57,20.16,21.45,0,1,488.16146794538616,10471.063487428533,0.0,0,0.0,8305.853533871801,0.0,0,0.0,8499.165312372172,0.0,0,0.0,8499.165312372172,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,8127.428127428128,0.0
24,24,1930-01-01,21.18,22.79,21.18,22.79,0,1,488.16146794538616,11125.19985447535,6.25,1,364.45166888423876,8305.853533871801,0.0,0,0.0,8499.165312372172,0.0,0,0.0,8499.165312372172,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,8127.428127428128,0.0
25,25,1930-02-01,22.74,23.36,22.64,23.28,0,1,488.16146794538616,11364.39897376859,2.15,1,364.45166888423876,8484.43485162508,2.15,1,365.08442063454345,8499.165312372172,0.0,0,0.0,8499.165312372172,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,8127.428127428128,0.0
26,26,1930-03-01,23.36,25.14,23.36,25.14,0,1,488.16146794538616,12272.379304147009,7.99,1,364.45166888423876,9162.314955749762,7.99,1,365.08442063454345,9178.222334752423,7.99,1,338.0734014467849,8499.165312372172,0.0,1,373.20144718712737,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,1,373.20144718712737,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,8127.428127428128,0.0
27,27,1930-04-01,25.37,25.92,24.73,24.9,0,0,0.0,12155.220551840115,-0.95,1,364.45166888423876,9074.846555217544,-0.95,1,365.08442063454345,9090.602073800132,-0.95,1,338.0734014467849,8418.027696024943,-0.95,1,373.20144718712737,9292.71603495947,-0.95,1,376.7985695696539,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9292.71603495947,-0.95,1,376.7985695696539,9382.284382284382,0.0,0,0.0,8127.428127428128,0.0
28,28,1930-05-01,23.57,24.57,22.98,24.49,0,0,0.0,12155.220551840115,0.0,0,0.0,8925.421370975007,-1.65,1,365.08442063454345,8940.917461339968,-1.65,1,338.0734014467849,8279.417601431762,-1.65,1,373.20144718712737,9139.703441612748,-1.65,1,376.7985695696539,9227.796968760824,-1.65,1,383.1067530536702,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,-1.65,0,0.0,8127.428127428128,0.0
29,29,1930-06-01,24.18,24.29,19.39,20.46,0,0,0.0,12155.220551840115,0.0,0,0.0,8925.421370975007,0.0,0,0.0,7469.627246182759,-16.46,0,0.0,6916.981793601219,-16.46,0,0.0,7635.701609448626,-16.46,0,0.0,7709.29873339512,-16.46,0,0.0,7838.364167478093,-16.46,0,0.0,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
30,30,1930-07-01,20.46,21.82,19.83,21.21,0,1,573.0891349288125,12155.220551840115,0.0,0,0.0,8925.421370975007,0.0,0,0.0,7469.627246182759,0.0,0,0.0,6916.981793601219,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,1,442.35192750044234,9382.284382284382,0.0,0,0.0,9382.284382284382,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
31,31,1930-08-01,21.52,21.52,19.88,21.37,0,1,573.0891349288125,12246.914813428724,0.75,1,417.6612714541416,8925.421370975007,0.0,0,0.0,7469.627246182759,0.0,0,0.0,6916.981793601219,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.75,1,439.0399804531765,9382.284382284382,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
32,32,1930-09-01,21.17,21.86,18.59,18.59,0,0,0.0,10653.727018326625,-13.01,0,0.0,7764.323036332493,-13.01,0,0.0,7469.627246182759,0.0,0,0.0,6916.981793601219,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,-13.01,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
33,33,1930-10-01,19.42,19.42,16.9,16.94,0,0,0.0,10653.727018326625,0.0,0,0.0,7764.323036332493,0.0,0,0.0,7469.627246182759,0.0,0,0.0,6916.981793601219,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
34,34,1930-11-01,17.13,17.2,15.54,16.38,0,0,0.0,10653.727018326625,0.0,0,0.0,7764.323036332493,0.0,0,0.0,7469.627246182759,0.0,0,0.0,6916.981793601219,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
35,35,1930-12-01,16.8,16.96,14.44,15.34,0,0,0.0,10653.727018326625,0.0,0,0.0,7764.323036332493,0.0,0,0.0,7469.627246182759,0.0,0,0.0,6916.981793601219,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
36,36,1931-01-01,15.85,16.42,15.46,16.19,0,1,658.043670063411,10653.727018326625,0.0,0,0.0,7764.323036332493,0.0,0,0.0,7469.627246182759,0.0,0,0.0,6916.981793601219,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
37,37,1931-02-01,16.16,18.17,16.16,18.03,0,1,658.043670063411,11864.5273712433,11.37,1,430.6335572009147,7764.323036332493,0.0,1,414.2888101044237,7469.627246182759,0.0,1,383.6373706933565,6916.981793601219,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
38,38,1931-03-01,17.52,18.06,16.66,16.69,0,0,0.0,10982.748853358331,-7.43,1,430.6335572009147,7187.274069683267,-7.43,1,414.2888101044237,6914.4802406428325,-7.43,1,383.6373706933565,6402.907716872121,-7.43,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
39,39,1931-04-01,16.52,16.72,14.37,15.09,0,0,0.0,10982.748853358331,0.0,0,0.0,6498.260378161803,-9.59,0,0.0,6251.618144475754,-9.59,0,0.0,5789.08792376275,-9.59,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
40,40,1931-05-01,15.06,15.44,13.02,13.02,0,0,0.0,10982.748853358331,0.0,0,0.0,6498.260378161803,0.0,0,0.0,6251.618144475754,0.0,0,0.0,5789.08792376275,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
41,41,1931-06-01,12.2,15.35,12.2,14.83,0,1,740.5764567335355,10982.748853358331,0.0,0,0.0,6498.260378161803,0.0,0,0.0,6251.618144475754,0.0,0,0.0,5789.08792376275,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
42,42,1931-07-01,14.94,15.26,13.73,13.73,0,0,0.0,10168.114750951441,-7.42,1,473.289175394159,6498.260378161803,0.0,0,0.0,6251.618144475754,0.0,0,0.0,5789.08792376275,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
43,43,1931-08-01,13.93,14.29,13.55,13.86,0,1,733.6302129113594,10168.114750951441,0.0,0,0.0,6559.787970963043,0.95,1,451.05470017862586,6251.618144475754,0.0,0,0.0,5789.08792376275,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
44,44,1931-09-01,13.66,13.66,9.71,9.71,0,0,0.0,7123.549367369301,-29.94,0,0.0,6559.787970963043,0.0,0,0.0,4379.741138734457,-29.94,0,0.0,5789.08792376275,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
45,45,1931-10-01,9.53,10.96,8.82,10.43,0,1,682.9865165262993,7123.549367369301,0.0,0,0.0,6559.787970963043,0.0,0,0.0,4379.741138734457,0.0,0,0.0,5789.08792376275,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
46,46,1931-11-01,10.5,11.52,9.31,9.5,0,0,0.0,6488.371906999843,-8.92,0,0.0,6559.787970963043,0.0,0,0.0,4379.741138734457,0.0,0,0.0,5789.08792376275,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
47,47,1931-12-01,9.38,9.38,7.72,8.12,0,0,0.0,6488.371906999843,0.0,0,0.0,6559.787970963043,0.0,0,0.0,4379.741138734457,0.0,0,0.0,5789.08792376275,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
48,48,1932-01-01,7.56,8.92,7.55,7.94,0,0,0.0,6488.371906999843,0.0,0,0.0,6559.787970963043,0.0,0,0.0,4379.741138734457,0.0,0,0.0,5789.08792376275,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
49,49,1932-02-01,8.23,8.84,7.5,8.29,0,1,782.6745364294143,6488.371906999843,0.0,1,791.2892606710548,6559.787970963043,0.0,0,0.0,4379.741138734457,0.0,0,0.0,5789.08792376275,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
50,50,1932-03-01,8.35,8.98,7.31,7.31,0,0,0.0,5721.350861299018,-11.82,0,0.0,5784.32449550541,-11.82,0,0.0,4379.741138734457,0.0,0,0.0,5789.08792376275,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
51,51,1932-04-01,7.18,7.18,5.83,5.83,0,0,0.0,5721.350861299018,0.0,0,0.0,5784.32449550541,0.0,0,0.0,4379.741138734457,0.0,0,0.0,5789.08792376275,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
52,52,1932-05-01,5.66,6.09,4.47,4.47,0,0,0.0,5721.350861299018,0.0,0,0.0,5784.32449550541,0.0,0,0.0,4379.741138734457,0.0,0,0.0,5789.08792376275,0.0,0,0.0,7635.701609448626,0.0,0,0.0,7709.29873339512,0.0,0,0.0,7838.364167478093,0.0,0,0.0,9453.060690684453,0.0,0,0.0,8161.753236624551,0.0,0,0.0,9292.71603495947,0.0,0,0.0,9227.796968760824,0.0,0,0.0,8127.428127428128,0.0
