,Unnamed: 0,Date,Open,High,Low,Close,Dividend,Momentum 1,Shares 1,Capital 1,MonthCng 1,Momentum 2,Shares 2,Capital 2,MonthCng 2,Momentum 3,Shares 3,Capital 3,MonthCng 3,Momentum 4,Shares 4,Capital 4,MonthCng 4,Momentum 5,Shares 5,Capital 5,MonthCng 5,Momentum 6,Shares 6,Capital 6,MonthCng 6,Momentum 7,Shares 7,Capital 7,MonthCng 7,Momentum 8,Shares 8,Capital 8,MonthCng 8,Momentum 9,Shares 9,Capital 9,MonthCng 9,Momentum 10,Shares 10,Capital 10,MonthCng 10,Momentum 11,Shares 11,Capital 11,MonthCng 11,Momentum 12,Shares 12,Capital 12,MonthCng 12
210,210,1945-07-01,15.03,15.1,14.38,14.66,0,0,0.0,9194.18902615209,0.0,0,0.0,10930.991578352645,-1.41,0,0.0,7434.294820050022,-1.41,1,808.7799022441881,11856.713366899798,-1.41,1,1042.2478702011585,15279.353777148985,-1.41,1,755.0404882631518,11068.893557937805,-1.41,1,891.6704918465683,13071.889410470692,-1.41,1,666.6084322599658,9772.479616931098,-1.41,1,1225.9837775755552,17972.92217925764,-1.41,1,1698.0454070307505,24893.345667070804,-1.41,1,1088.1480296237478,15952.250114284143,-1.41,1,943.7589728915156,13835.506542589617,-1.41
211,211,1945-08-01,14.68,15.35,14.4,15.15,0,1,606.8771634423821,9194.18902615209,0.0,1,721.5175959308676,10930.991578352645,0.0,1,490.7125293762391,7434.294820050022,0.0,1,808.7799022441881,12253.01551899945,3.34,1,1042.2478702011585,15790.055233547553,3.34,1,755.0404882631518,11438.863397186751,3.34,1,891.6704918465683,13508.80795147551,3.34,1,666.6084322599658,10099.117748738481,3.34,1,1225.9837775755552,18573.65423026966,3.34,1,1698.0454070307505,25725.387916515872,3.34,1,1088.1480296237478,16485.44264879978,3.34,1,943.7589728915156,14297.948439306461,3.34
212,212,1945-09-01,15.51,16.05,15.51,16.05,0,1,606.8771634423821,9740.378473250234,5.94,1,721.5175959308676,11580.357414690427,5.94,1,490.7125293762391,7875.936096488638,5.94,1,808.7799022441881,12980.91743101922,5.94,1,1042.2478702011585,16728.078316728595,5.94,1,755.0404882631518,12118.399836623586,5.94,1,891.6704918465683,14311.311394137423,5.94,1,666.6084322599658,10699.06533777245,5.94,1,1225.9837775755552,19677.039630087664,5.94,1,1698.0454070307505,27253.62878284355,5.94,1,1088.1480296237478,17464.775875461153,5.94,1,943.7589728915156,15147.331514908825,5.94
213,213,1945-10-01,16.33,16.72,16.3,16.65,0,1,606.8771634423821,10104.50477131566,3.74,1,721.5175959308676,12013.267972248945,3.74,1,490.7125293762391,8170.363614114381,3.74,1,808.7799022441881,13466.18537236573,3.74,1,1042.2478702011585,17353.427038849288,3.74,1,755.0404882631518,12571.424129581477,3.74,1,891.6704918465683,14846.313689245362,3.74,1,666.6084322599658,11099.030397128428,3.74,1,1225.9837775755552,20412.629896632992,3.74,1,1698.0454070307505,28272.456027061995,3.74,1,1088.1480296237478,18117.664693235398,3.74,1,943.7589728915156,15713.586898643733,3.74
214,214,1945-11-01,16.87,17.27,16.85,17.19,0,1,606.8771634423821,10432.218439574548,3.24,1,721.5175959308676,12402.887474051615,3.24,1,490.7125293762391,8435.348379977551,3.24,1,808.7799022441881,13902.926519577593,3.24,1,1042.2478702011585,17916.24088875792,3.24,1,755.0404882631518,12979.145993243581,3.24,1,891.6704918465683,15327.815754842512,3.24,1,666.6084322599658,11458.998950548812,3.24,1,1225.9837775755552,21074.661136523795,3.24,1,1698.0454070307505,29189.400546858604,3.24,1,1088.1480296237478,18705.264629232224,3.24,1,943.7589728915156,16223.216744005154,3.24
215,215,1945-12-01,17.44,17.68,16.94,17.36,0,1,606.8771634423821,10535.387557359752,0.99,1,721.5175959308676,12525.54546535986,0.99,1,490.7125293762391,8518.769509971511,0.99,1,808.7799022441881,14040.419102959104,0.99,1,1042.2478702011585,18093.42302669211,0.99,1,755.0404882631518,13107.502876248314,0.99,1,891.6704918465683,15479.399738456426,0.99,1,666.6084322599658,11572.322384033005,0.99,1,1225.9837775755552,21283.078378711638,0.99,1,1698.0454070307505,29478.06826605383,0.99,1,1088.1480296237478,18890.24979426826,0.99,1,943.7589728915156,16383.65576939671,0.99
216,216,1946-01-01,17.25,18.67,17.23,18.57,0,1,606.8771634423821,11269.708925125036,6.97,1,721.5175959308676,13398.581756436211,6.97,1,490.7125293762391,9112.53167051676,6.97,1,808.7799022441881,15019.042784674573,6.97,1,1042.2478702011585,19354.542949635514,6.97,1,755.0404882631518,14021.10186704673,6.97,1,891.6704918465683,16558.321033590775,6.97,1,666.6084322599658,12378.918587067565,6.97,1,1225.9837775755552,22766.51874957806,6.97,1,1698.0454070307505,31532.703208561037,6.97,1,1088.1480296237478,20206.908910112998,6.97,1,943.7589728915156,17525.604126595445,6.97
217,217,1946-02-01,18.64,18.7,16.81,17.28,0,0,0.0,10486.837384284363,-6.95,0,0.0,12467.824057685393,-6.95,1,490.7125293762391,8479.512507621412,-6.95,1,808.7799022441881,13975.71671077957,-6.95,1,1042.2478702011585,18010.043197076022,-6.95,1,755.0404882631518,13047.099637187264,-6.95,1,891.6704918465683,15408.066099108702,-6.95,1,666.6084322599658,11518.993709452208,-6.95,1,1225.9837775755552,21184.999676505595,-6.95,1,1698.0454070307505,29342.224633491373,-6.95,1,1088.1480296237478,18803.197951898364,-6.95,1,943.7589728915156,16308.15505156539,-6.95
218,218,1946-03-01,17.21,18.07,17.09,18.04,0,1,581.3102762907075,10486.837384284363,0.0,0,0.0,12467.824057685393,0.0,1,490.7125293762391,8852.454029947354,4.4,1,808.7799022441881,14590.389436485151,4.4,1,1042.2478702011585,18802.1515784289,4.4,1,755.0404882631518,13620.930408267259,4.4,1,891.6704918465683,16085.735672912091,4.4,1,666.6084322599658,12025.616117969781,4.4,1,1225.9837775755552,22116.747347463017,4.4,1,1698.0454070307505,30632.73914283474,4.4,1,1088.1480296237478,19630.190454412408,4.4,1,943.7589728915156,17025.41187096294,4.4
219,219,1946-04-01,18.06,18.9,18.06,18.76,0,1,581.3102762907075,10905.380783213674,3.99,1,664.5961651218227,12467.824057685393,0.0,1,490.7125293762391,9205.767051098246,3.99,1,808.7799022441881,15172.710966100969,3.99,1,1042.2478702011585,19552.570044973734,3.99,1,755.0404882631518,14164.55955981673,3.99,1,891.6704918465683,16727.738427041622,3.99,1,666.6084322599658,12505.57418919696,3.99,1,1225.9837775755552,22999.45566731742,3.99,1,1698.0454070307505,31855.331835896883,3.99,1,1088.1480296237478,20413.65703574151,3.99,1,943.7589728915156,17704.918331444835,3.99
220,220,1946-05-01,18.62,19.25,18.26,19.18,0,1,581.3102762907075,11149.53109925577,2.24,1,664.5961651218227,12746.954447036558,2.24,1,490.7125293762391,9411.866313436265,2.24,1,808.7799022441881,15512.398525043527,2.24,1,1042.2478702011585,19990.31415045822,2.24,1,755.0404882631518,14481.676564887252,2.24,1,891.6704918465683,17102.24003361718,2.24,1,666.6084322599658,12785.549730746143,2.24,1,1225.9837775755552,23514.36885389915,2.24,1,1698.0454070307505,32568.510906849795,2.24,1,1088.1480296237478,20870.679208183483,2.24,1,943.7589728915156,18101.29710005927,2.24
221,221,1946-06-01,18.93,18.93,18.03,18.43,0,0,0.0,10713.54839203774,-3.91,0,0.0,12248.507323195192,-3.91,1,490.7125293762391,9043.831916404086,-3.91,1,808.7799022441881,14905.813598360386,-3.91,0,0.0,19208.62824780735,-3.91,1,755.0404882631518,13915.396198689888,-3.91,1,891.6704918465683,16433.487164732254,-3.91,1,666.6084322599658,12285.593406551168,-3.91,1,1225.9837775755552,22594.881020717483,-3.91,1,1698.0454070307505,31294.976851576732,-3.91,1,1088.1480296237478,20054.568185965672,-3.91,1,943.7589728915156,17393.47787039063,-3.91
222,222,1946-07-01,18.53,18.53,17.39,17.96,0,0,0.0,10713.54839203774,0.0,0,0.0,12248.507323195192,0.0,0,0.0,8813.197027597254,-2.55,0,0.0,14525.687044305618,-2.55,1,1069.5227309469572,19208.62824780735,0.0,0,0.0,13560.527169206207,-2.55,1,891.6704918465683,16014.402033564367,-2.55,1,666.6084322599658,11972.287443388985,-2.55,1,1225.9837775755552,22018.668645256974,-2.55,1,1698.0454070307505,30496.89551027228,-2.55,1,1088.1480296237478,19543.138612042512,-2.55,1,943.7589728915156,16949.91115313162,-2.55
223,223,1946-08-01,18.02,18.23,16.65,16.65,0,0,0.0,10713.54839203774,0.0,0,0.0,12248.507323195192,0.0,0,0.0,8813.197027597254,0.0,0,0.0,14525.687044305618,0.0,0,0.0,17807.553470266834,-7.29,0,0.0,13560.527169206207,0.0,0,0.0,14846.313689245362,-7.29,0,0.0,11099.030397128428,-7.29,0,0.0,20412.629896632992,-7.29,1,1698.0454070307505,28272.456027061995,-7.29,1,1088.1480296237478,18117.664693235398,-7.29,1,943.7589728915156,15713.586898643733,-7.29
224,224,1946-09-01,15.46,15.99,14.33,14.96,0,0,0.0,10713.54839203774,0.0,0,0.0,12248.507323195192,0.0,0,0.0,8813.197027597254,0.0,0,0.0,14525.687044305618,0.0,0,0.0,17807.553470266834,0.0,0,0.0,13560.527169206207,0.0,0,0.0,14846.313689245362,0.0,0,0.0,11099.030397128428,0.0,0,0.0,20412.629896632992,0.0,0,0.0,25402.75928918003,-10.15,0,0.0,16278.694523171267,-10.15,0,0.0,14118.634234457073,-10.15
225,225,1946-10-01,14.92,15.3,14.12,14.84,0,0,0.0,10713.54839203774,0.0,0,0.0,12248.507323195192,0.0,0,0.0,8813.197027597254,0.0,0,0.0,14525.687044305618,0.0,0,0.0,17807.553470266834,0.0,0,0.0,13560.527169206207,0.0,0,0.0,14846.313689245362,0.0,0,0.0,11099.030397128428,0.0,0,0.0,20412.629896632992,0.0,0,0.0,25402.75928918003,0.0,0,0.0,16278.694523171267,0.0,0,0.0,14118.634234457073,0.0
226,226,1946-11-01,15.07,15.33,14.13,14.68,0,0,0.0,10713.54839203774,0.0,0,0.0,12248.507323195192,0.0,0,0.0,8813.197027597254,0.0,0,0.0,14525.687044305618,0.0,0,0.0,17807.553470266834,0.0,0,0.0,13560.527169206207,0.0,0,0.0,14846.313689245362,0.0,0,0.0,11099.030397128428,0.0,0,0.0,20412.629896632992,0.0,0,0.0,25402.75928918003,0.0,0,0.0,16278.694523171267,0.0,0,0.0,14118.634234457073,0.0
227,227,1946-12-01,14.44,15.5,14.44,15.3,0,1,700.2319210482182,10713.54839203774,0.0,1,800.5560341957641,12248.507323195192,0.0,1,576.0259495161604,8813.197027597254,0.0,0,0.0,14525.687044305618,0.0,0,0.0,17807.553470266834,0.0,0,0.0,13560.527169206207,0.0,0,0.0,14846.313689245362,0.0,0,0.0,11099.030397128428,0.0,0,0.0,20412.629896632992,0.0,0,0.0,25402.75928918003,0.0,0,0.0,16278.694523171267,0.0,0,0.0,14118.634234457073,0.0
228,228,1947-01-01,15.2,15.66,14.77,15.66,0,1,700.2319210482182,10965.631883615097,2.35,1,800.5560341957641,12536.707495505667,2.35,1,576.0259495161604,9020.566369423072,2.35,1,927.5662224971659,14525.687044305618,0.0,0,0.0,17807.553470266834,0.0,0,0.0,13560.527169206207,0.0,0,0.0,14846.313689245362,0.0,0,0.0,11099.030397128428,0.0,0,0.0,20412.629896632992,0.0,0,0.0,25402.75928918003,0.0,0,0.0,16278.694523171267,0.0,0,0.0,14118.634234457073,0.0
229,229,1947-02-01,15.8,16.14,15.3,15.43,0,0,0.0,10804.578541774006,-1.47,1,800.5560341957641,12352.57960764064,-1.47,1,576.0259495161604,8888.080401034355,-1.47,1,927.5662224971659,14312.34681313127,-1.47,1,1154.086420626496,17807.553470266834,0.0,0,0.0,13560.527169206207,0.0,0,0.0,14846.313689245362,0.0,0,0.0,11099.030397128428,0.0,0,0.0,20412.629896632992,0.0,0,0.0,25402.75928918003,0.0,0,0.0,16278.694523171267,0.0,0,0.0,14118.634234457073,0.0
230,230,1947-03-01,15.41,15.65,14.78,15.17,0,0,0.0,10804.578541774006,0.0,0,0.0,12144.435038749742,-1.69,0,0.0,8738.313654160153,-1.69,1,927.5662224971659,14071.179595282007,-1.69,1,1154.086420626496,17507.491000903945,-1.69,1,893.9042300070012,13560.527169206207,0.0,0,0.0,14846.313689245362,0.0,0,0.0,11099.030397128428,0.0,0,0.0,20412.629896632992,0.0,0,0.0,25402.75928918003,0.0,0,0.0,16278.694523171267,0.0,0,0.0,14118.634234457073,0.0
231,231,1947-04-01,15.23,15.23,14.09,14.58,0,0,0.0,10804.578541774006,0.0,0,0.0,12144.435038749742,0.0,0,0.0,8738.313654160153,0.0,0,0.0,13523.915524008678,-3.89,0,0.0,16826.58001273431,-3.89,0,0.0,13033.123673502078,-3.89,0,0.0,14846.313689245362,0.0,0,0.0,11099.030397128428,0.0,0,0.0,20412.629896632992,0.0,0,0.0,25402.75928918003,0.0,0,0.0,16278.694523171267,0.0,0,0.0,14118.634234457073,0.0
232,232,1947-05-01,14.79,14.85,13.77,14.45,0,0,0.0,10804.578541774006,0.0,0,0.0,12144.435038749742,0.0,0,0.0,8738.313654160153,0.0,0,0.0,13523.915524008678,0.0,0,0.0,16826.58001273431,0.0,0,0.0,13033.123673502078,0.0,0,0.0,14846.313689245362,0.0,0,0.0,11099.030397128428,0.0,0,0.0,20412.629896632992,0.0,0,0.0,25402.75928918003,0.0,0,0.0,16278.694523171267,0.0,0,0.0,14118.634234457073,0.0
233,233,1947-06-01,14.5,15.24,14.39,15.21,0,1,710.3601934105197,10804.578541774006,0.0,1,798.4506928829547,12144.435038749742,0.0,1,574.5110883734485,8738.313654160153,0.0,0,0.0,13523.915524008678,0.0,0,0.0,16826.58001273431,0.0,0,0.0,13033.123673502078,0.0,1,976.0889999503854,14846.313689245362,0.0,1,729.7192897520334,11099.030397128428,0.0,1,1342.0532476418798,20412.629896632992,0.0,0,0.0,25402.75928918003,0.0,0,0.0,16278.694523171267,0.0,0,0.0,14118.634234457073,0.0
234,234,1947-07-01,15.44,16.12,15.44,15.76,0,1,710.3601934105197,11195.276648149791,3.62,1,798.4506928829547,12583.582919835366,3.62,1,574.5110883734485,9054.294752765549,3.62,1,858.1164672594339,13523.915524008678,0.0,1,1067.6763967471009,16826.58001273431,0.0,1,826.9748523795735,13033.123673502078,0.0,1,976.0889999503854,15383.162639218073,3.62,1,729.7192897520334,11500.376006492046,3.62,1,1342.0532476418798,21150.759182836024,3.62,1,1611.8502087043166,25402.75928918003,0.0,0,0.0,16278.694523171267,0.0,0,0.0,14118.634234457073,0.0
235,235,1947-08-01,15.62,15.67,15.22,15.32,0,0,0.0,10882.718163049163,-2.79,1,798.4506928829547,12232.264614966867,-2.79,1,574.5110883734485,8801.50987388123,-2.79,1,858.1164672594339,13146.344278414526,-2.79,1,1067.6763967471009,16356.802398165586,-2.79,0,0.0,12669.254738455065,-2.79,0,0.0,14953.683479239904,-2.79,1,729.7192897520334,11179.299519001152,-2.79,1,1342.0532476418798,20560.2557538736,-2.79,1,1611.8502087043166,24693.54519735013,-2.79,1,1062.5779714863752,16278.694523171267,0.0,0,0.0,14118.634234457073,0.0
236,236,1947-09-01,15.33,15.33,14.85,15.11,0,0,0.0,10882.718163049163,0.0,0,0.0,12064.589969461445,-1.37,0,0.0,8680.862545322807,-1.37,1,858.1164672594339,12966.139820290045,-1.37,1,1067.6763967471009,16132.590354848693,-1.37,0,0.0,12669.254738455065,0.0,0,0.0,14953.683479239904,0.0,0,0.0,11026.058468153225,-1.37,0,0.0,20278.424571868803,-1.37,1,1611.8502087043166,24355.056653522224,-1.37,1,1062.5779714863752,16055.553149159128,-1.37,1,934.3900883161531,14118.634234457073,0.0
237,237,1947-10-01,15.16,15.79,15.16,15.43,0,1,705.296057229369,10882.718163049163,0.0,1,781.8917673014547,12064.589969461445,0.0,0,0.0,8680.862545322807,0.0,1,858.1164672594339,13240.737089813065,2.12,1,1067.6763967471009,16474.246801807767,2.12,1,821.0793738467314,12669.254738455065,0.0,1,969.1304912015493,14953.683479239904,0.0,1,714.5857724013756,11026.058468153225,0.0,0,0.0,20278.424571868803,0.0,1,1611.8502087043166,24870.848720307604,2.12,1,1062.5779714863752,16395.57810003477,2.12,1,934.3900883161531,14417.63906271824,2.12
238,238,1947-11-01,15.46,15.46,14.98,14.98,0,0,0.0,10565.334937295947,-2.92,0,0.0,11712.738674175791,-2.92,0,0.0,8680.862545322807,0.0,0,0.0,12854.58467954632,-2.92,0,0.0,15993.79242327157,-2.92,1,821.0793738467314,12299.769020224037,-2.92,1,969.1304912015493,14517.57475819921,-2.92,0,0.0,10704.494870572607,-2.92,0,0.0,20278.424571868803,0.0,0,0.0,24145.516126390663,-2.92,0,0.0,15917.4180128659,-2.92,1,934.3900883161531,13997.163522975974,-2.92
239,239,1947-12-01,15.07,15.3,14.63,15.3,0,1,690.544767143526,10565.334937295947,0.0,0,0.0,11712.738674175791,0.0,1,567.3766369492031,8680.862545322807,0.0,0,0.0,12854.58467954632,0.0,0,0.0,15993.79242327157,0.0,1,821.0793738467314,12562.514419854992,2.14,1,969.1304912015493,14827.696515383705,2.14,1,699.6401876191246,10704.494870572607,0.0,1,1325.3872269195297,20278.424571868803,0.0,0,0.0,24145.516126390663,0.0,0,0.0,15917.4180128659,0.0,1,934.3900883161531,14296.168351237144,2.14
240,240,1948-01-01,15.34,15.34,14.32,14.68,0,0,0.0,10137.197181666961,-4.05,0,0.0,11712.738674175791,0.0,0,0.0,8329.089030414301,-4.05,0,0.0,12854.58467954632,0.0,0,0.0,15993.79242327157,0.0,0,0.0,12053.445208070018,-4.05,0,0.0,14226.835610838743,-4.05,1,699.6401876191246,10270.717954248748,-4.05,1,1325.3872269195297,19456.684491178694,-4.05,0,0.0,24145.516126390663,0.0,0,0.0,15917.4180128659,0.0,0,0.0,13716.846496481126,-4.05
241,241,1948-02-01,14.71,14.71,13.85,13.93,0,0,0.0,10137.197181666961,0.0,0,0.0,11712.738674175791,0.0,0,0.0,8329.089030414301,0.0,0,0.0,12854.58467954632,0.0,0,0.0,15993.79242327157,0.0,0,0.0,12053.445208070018,0.0,0,0.0,14226.835610838743,0.0,0,0.0,9745.987813534406,-5.11,0,0.0,18462.64407098905,-5.11,0,0.0,24145.516126390663,0.0,0,0.0,15917.4180128659,0.0,0,0.0,13716.846496481126,0.0
242,242,1948-03-01,14.07,15.08,13.84,15.08,0,1,672.227929818764,10137.197181666961,0.0,1,776.7068086323469,11712.738674175791,0.0,0,0.0,8329.089030414301,0.0,1,852.4260397577135,12854.58467954632,0.0,0,0.0,15993.79242327157,0.0,0,0.0,12053.445208070018,0.0,0,0.0,14226.835610838743,0.0,0,0.0,9745.987813534406,0.0,0,0.0,18462.64407098905,0.0,1,1601.1615468428822,24145.516126390663,0.0,1,1055.5316984659084,15917.4180128659,0.0,0,0.0,13716.846496481126,0.0
243,243,1948-04-01,15.12,15.78,15.12,15.48,0,1,672.227929818764,10406.088353594467,2.65,1,776.7068086323469,12023.42139762873,2.65,1,538.0548469259884,8329.089030414301,0.0,1,852.4260397577135,13195.555095449405,2.65,1,1033.1907250175432,15993.79242327157,0.0,1,778.6463312706729,12053.445208070018,0.0,1,919.0462280903581,14226.835610838743,0.0,1,629.5857760681141,9745.987813534406,0.0,0,0.0,18462.64407098905,0.0,1,1601.1615468428822,24785.980745127817,2.65,1,1055.5316984659084,16339.630692252264,2.65,1,886.1011948631218,13716.846496481126,0.0
244,244,1948-05-01,15.6,16.69,15.5,16.69,0,1,672.227929818764,11219.484148675172,7.82,1,776.7068086323469,12963.23663607387,7.82,1,538.0548469259884,8980.135395194748,7.82,1,852.4260397577135,14226.99060355624,7.82,1,1033.1907250175432,17243.953200542797,7.82,1,778.6463312706729,12995.607268907532,7.82,1,919.0462280903581,15338.881546828077,7.82,1,629.5857760681141,10507.786602576825,7.82,1,1106.2099503288823,18462.64407098905,0.0,1,1601.1615468428822,26723.386216807707,7.82,1,1055.5316984659084,17616.824047396014,7.82,1,886.1011948631218,14789.028942265504,7.82
245,245,1948-06-01,16.76,17.06,16.54,16.74,0,1,672.227929818764,11253.095545166108,0.3,1,776.7068086323469,13002.071976505486,0.3,1,538.0548469259884,9007.038137541045,0.3,1,852.4260397577135,14269.611905544123,0.3,1,1033.1907250175432,17295.61273679367,0.3,1,778.6463312706729,13034.539585471064,0.3,1,919.0462280903581,15384.833858232594,0.3,1,629.5857760681141,10539.26589138023,0.3,1,1106.2099503288823,18517.954568505487,0.3,1,1601.1615468428822,26803.444294149846,0.3,1,1055.5316984659084,17669.600632319307,0.3,1,886.1011948631218,14833.334002008658,0.3
246,246,1948-07-01,16.85,16.92,15.72,15.85,0,0,0.0,10654.81268762741,-5.32,0,0.0,12310.802916822699,-5.32,1,538.0548469259884,8528.169323776916,-5.32,1,852.4260397577135,13510.952730159759,-5.32,1,1033.1907250175432,16376.072991528059,-5.32,1,778.6463312706729,12341.544350640166,-5.32,1,919.0462280903581,14566.882715232176,-5.32,1,629.5857760681141,9978.934550679609,-5.32,1,1106.2099503288823,17533.427712712783,-5.32,1,1601.1615468428822,25378.410517459684,-5.32,1,1055.5316984659084,16730.17742068465,-5.32,1,886.1011948631218,14044.70393858048,-5.32
247,247,1948-08-01,15.9,16.15,15.67,15.97,0,1,667.1767493818039,10654.81268762741,0.0,0,0.0,12310.802916822699,0.0,0,0.0,8592.735905408035,0.76,1,852.4260397577135,13613.243854930686,0.76,1,1033.1907250175432,16500.055878530166,0.76,1,778.6463312706729,12434.981910392647,0.76,1,919.0462280903581,14677.16826260302,0.76,1,629.5857760681141,10054.484843807782,0.76,1,1106.2099503288823,17666.17290675225,0.76,1,1601.1615468428822,25570.54990308083,0.76,1,1055.5316984659084,16856.84122450056,0.76,1,886.1011948631218,14151.036081964055,0.76
248,248,1948-09-01,16.24,16.35,15.19,15.49,0,0,0.0,10334.567847924143,-3.01,0,0.0,12310.802916822699,0.0,0,0.0,8592.735905408035,0.0,0,0.0,13204.079355846983,-3.01,1,1033.1907250175432,16004.124330521743,-3.01,1,778.6463312706729,12061.231671382724,-3.01,1,919.0462280903581,14236.026073119647,-3.01,1,629.5857760681141,9752.283671295088,-3.01,1,1106.2099503288823,17135.192130594387,-3.01,1,1601.1615468428822,24801.992360596247,-3.01,1,1055.5316984659084,16350.186009236922,-3.01,1,886.1011948631218,13725.707508429758,-3.01
249,249,1948-10-01,15.67,16.61,15.67,16.5,0,1,626.337445328736,10334.567847924143,0.0,1,746.1092676862241,12310.802916822699,0.0,1,520.7718730550324,8592.735905408035,0.0,0,0.0,13204.079355846983,0.0,0,0.0,17047.646962789462,6.52,1,778.6463312706729,12847.664465966103,6.52,1,919.0462280903581,15164.26276349091,6.52,1,629.5857760681141,10388.165305123883,6.52,1,1106.2099503288823,18252.46418042656,6.52,1,1601.1615468428822,26419.165522907555,6.52,1,1055.5316984659084,17416.27302468749,6.52,1,886.1011948631218,14620.669715241509,6.52
250,250,1948-11-01,16.7,16.7,14.75,14.75,0,0,0.0,9238.477318598856,-10.61,0,0.0,11005.111698371806,-10.61,0,0.0,7681.385127561728,-10.61,0,0.0,13204.079355846983,0.0,0,0.0,17047.646962789462,0.0,0,0.0,11485.033386242425,-10.61,0,0.0,13555.931864332782,-10.61,0,0.0,9286.390197004683,-10.61,1,1106.2099503288823,16316.596767351015,-10.61,1,1601.1615468428822,23617.132815932513,-10.61,0,0.0,15569.092552372149,-10.61,0,0.0,13069.992624231047,-10.61
251,251,1948-12-01,15.01,15.33,15.0,15.2,0,1,607.7945604341353,9238.477318598856,0.0,0,0.0,11005.111698371806,0.0,0,0.0,7681.385127561728,0.0,0,0.0,13204.079355846983,0.0,0,0.0,17047.646962789462,0.0,0,0.0,11485.033386242425,0.0,0,0.0,13555.931864332782,0.0,0,0.0,9286.390197004683,0.0,1,1106.2099503288823,16814.39124499901,3.05,1,1601.1615468428822,24337.65551201181,3.05,1,1024.2824047613256,15569.092552372149,0.0,0,0.0,13069.992624231047,0.0
252,252,1949-01-01,14.95,15.61,14.95,15.22,0,1,607.7945604341353,9250.63320980754,0.13,1,723.0690997616166,11005.111698371806,0.0,0,0.0,7681.385127561728,0.0,0,0.0,13204.079355846983,0.0,0,0.0,17047.646962789462,0.0,0,0.0,11485.033386242425,0.0,0,0.0,13555.931864332782,0.0,0,0.0,9286.390197004683,0.0,0,0.0,16836.51544400559,0.13,1,1601.1615468428822,24369.67874294867,0.13,1,1024.2824047613256,15589.578200467375,0.13,1,858.7380173607784,13069.992624231047,0.0
253,253,1949-02-01,15.34,15.35,14.38,14.62,0,0,0.0,8885.956473547058,-3.94,0,0.0,10571.270238514835,-3.94,0,0.0,7681.385127561728,0.0,0,0.0,13204.079355846983,0.0,0,0.0,17047.646962789462,0.0,0,0.0,11485.033386242425,0.0,0,0.0,13555.931864332782,0.0,0,0.0,9286.390197004683,0.0,0,0.0,16836.51544400559,0.0,0,0.0,23408.981814842937,-3.94,0,0.0,14975.008757610578,-3.94,1,858.7380173607784,12554.749813814578,-3.94
254,254,1949-03-01,14.71,15.22,14.65,15.06,0,1,590.0369504347316,8885.956473547058,0.0,0,0.0,10571.270238514835,0.0,0,0.0,7681.385127561728,0.0,1,876.7648974665991,13204.079355846983,0.0,0,0.0,17047.646962789462,0.0,0,0.0,11485.033386242425,0.0,0,0.0,13555.931864332782,0.0,0,0.0,9286.390197004683,0.0,0,0.0,16836.51544400559,0.0,0,0.0,23408.981814842937,0.0,0,0.0,14975.008757610578,0.0,0,0.0,12932.594541453323,3.01
255,255,1949-04-01,14.94,15.07,14.68,14.71,0,0,0.0,8679.443540894901,-2.32,1,718.6451555754476,10571.270238514835,0.0,0,0.0,7681.385127561728,0.0,0,0.0,12897.211641733673,-2.32,0,0.0,17047.646962789462,0.0,0,0.0,11485.033386242425,0.0,0,0.0,13555.931864332782,0.0,0,0.0,9286.390197004683,0.0,0,0.0,16836.51544400559,0.0,0,0.0,23408.981814842937,0.0,0,0.0,14975.008757610578,0.0,0,0.0,12932.594541453323,0.0
256,256,1949-05-01,14.85,15.02,14.19,14.19,0,0,0.0,8679.443540894901,0.0,0,0.0,10197.5747576156,-3.54,0,0.0,7681.385127561728,0.0,0,0.0,12897.211641733673,0.0,0,0.0,17047.646962789462,0.0,0,0.0,11485.033386242425,0.0,0,0.0,13555.931864332782,0.0,0,0.0,9286.390197004683,0.0,0,0.0,16836.51544400559,0.0,0,0.0,23408.981814842937,0.0,0,0.0,14975.008757610578,0.0,0,0.0,12932.594541453323,0.0
257,257,1949-06-01,14.14,14.16,13.55,14.16,0,0,0.0,8679.443540894901,0.0,0,0.0,10197.5747576156,0.0,0,0.0,7681.385127561728,0.0,0,0.0,12897.211641733673,0.0,0,0.0,17047.646962789462,0.0,0,0.0,11485.033386242425,0.0,0,0.0,13555.931864332782,0.0,0,0.0,9286.390197004683,0.0,0,0.0,16836.51544400559,0.0,0,0.0,23408.981814842937,0.0,0,0.0,14975.008757610578,0.0,0,0.0,12932.594541453323,0.0
258,258,1949-07-01,14.34,15.06,14.34,15.04,0,1,577.0906609637567,8679.443540894901,0.0,1,678.0302365435905,10197.5747576156,0.0,1,510.7303941197958,7681.385127561728,0.0,0,0.0,12897.211641733673,0.0,1,1133.4871650790867,17047.646962789462,0.0,0,0.0,11485.033386242425,0.0,0,0.0,13555.931864332782,0.0,1,617.446156715737,9286.390197004683,0.0,0,0.0,16836.51544400559,0.0,0,0.0,23408.981814842937,0.0,0,0.0,14975.008757610578,0.0,0,0.0,12932.594541453323,0.0
