,Date,Close,Dividend,MomentumType,Enter
0,1930-01-01,22.79,0,1,1
1,1930-02-01,23.28,0,1,1
2,1930-03-01,25.14,0,1,1
3,1930-04-01,24.9,0,1,0
4,1930-05-01,24.49,0,1,0
5,1930-06-01,20.46,0,1,0
6,1930-07-01,21.21,0,1,1
7,1930-08-01,21.37,0,1,1
8,1930-09-01,18.59,0,1,0
9,1930-10-01,16.94,0,1,0
10,1930-11-01,16.38,0,1,0
11,1930-12-01,15.34,0,1,0
12,1931-01-01,16.19,0,1,1
13,1931-02-01,18.03,0,1,1
14,1931-03-01,16.69,0,1,0
15,1931-04-01,15.09,0,1,0
16,1931-05-01,13.02,0,1,0
17,1931-06-01,14.83,0,1,1
18,1931-07-01,13.73,0,1,0
19,1931-08-01,13.86,0,1,1
20,1931-09-01,9.71,0,1,0
21,1931-10-01,10.43,0,1,1
22,1931-11-01,9.5,0,1,0
23,1931-12-01,8.12,0,1,0
24,1932-01-01,7.94,0,8,0
25,1932-02-01,8.29,0,8,0
26,1932-03-01,7.31,0,8,0
27,1932-04-01,5.83,0,8,0
28,1932-05-01,4.47,0,8,0
29,1932-06-01,4.43,0,8,0
30,1932-07-01,6.03,0,8,0
31,1932-08-01,8.39,0,8,1
32,1932-09-01,8.08,0,8,1
33,1932-10-01,6.96,0,8,0
34,1932-11-01,6.55,0,8,0
35,1932-12-01,6.92,0,8,1
36,1933-01-01,6.94,0,10,0
37,1933-02-01,5.66,0,10,0
38,1933-03-01,5.85,0,10,1
39,1933-04-01,7.83,0,10,1
40,1933-05-01,9.64,0,10,1
41,1933-06-01,10.91,0,10,1
42,1933-07-01,9.95,0,10,1
43,1933-08-01,11.09,0,10,1
44,1933-09-01,9.72,0,10,1
45,1933-10-01,8.96,0,10,1
46,1933-11-01,9.88,0,10,1
47,1933-12-01,9.97,0,10,1
48,1934-01-01,11.17,0,10,1
49,1934-02-01,10.76,0,10,1
50,1934-03-01,10.62,0,10,1
51,1934-04-01,10.46,0,10,0
52,1934-05-01,9.61,0,10,0
53,1934-06-01,9.81,0,10,0
54,1934-07-01,8.68,0,10,0
55,1934-08-01,9.15,0,10,1
56,1934-09-01,9.08,0,10,0
57,1934-10-01,8.81,0,10,0
58,1934-11-01,9.54,0,10,0
59,1934-12-01,9.5,0,10,0
60,1935-01-01,9.1,0,10,0
61,1935-02-01,8.74,0,10,0
62,1935-03-01,8.45,0,10,0
63,1935-04-01,9.28,0,10,0
64,1935-05-01,9.58,0,10,1
65,1935-06-01,10.24,0,10,1
66,1935-07-01,11.08,0,10,1
67,1935-08-01,11.24,0,10,1
68,1935-09-01,11.59,0,10,1
69,1935-10-01,12.46,0,10,1
70,1935-11-01,12.94,0,10,1
71,1935-12-01,13.43,0,10,1
72,1936-01-01,14.31,0,10,1
73,1936-02-01,14.6,0,10,1
74,1936-03-01,14.92,0,10,1
75,1936-04-01,13.77,0,10,1
76,1936-05-01,14.4,0,10,1
77,1936-06-01,14.84,0,10,1
78,1936-07-01,15.85,0,10,1
79,1936-08-01,15.99,0,10,1
80,1936-09-01,16.01,0,10,1
81,1936-10-01,17.23,0,10,1
82,1936-11-01,17.28,0,10,1
83,1936-12-01,17.18,0,10,1
84,1937-01-01,17.77,0,10,1
85,1937-02-01,18.06,0,10,1
86,1937-03-01,17.92,0,10,1
87,1937-04-01,16.43,0,10,1
88,1937-05-01,16.26,0,10,1
89,1937-06-01,15.4,0,10,0
90,1937-07-01,16.77,0,10,1
91,1937-08-01,16.04,0,10,0
92,1937-09-01,13.76,0,10,0
93,1937-10-01,12.35,0,10,0
94,1937-11-01,11.11,0,10,0
95,1937-12-01,10.55,0,10,0
96,1938-01-01,10.69,0,10,0
97,1938-02-01,11.34,0,10,0
98,1938-03-01,8.5,0,10,0
99,1938-04-01,9.78,0,10,0
100,1938-05-01,9.27,0,10,0
101,1938-06-01,11.56,0,10,0
102,1938-07-01,12.33,0,10,0
103,1938-08-01,12.06,0,10,0
104,1938-09-01,12.24,0,10,1
105,1938-10-01,13.17,0,10,1
106,1938-11-01,12.73,0,10,1
107,1938-12-01,13.14,0,10,1
108,1939-01-01,12.3,0,10,1
109,1939-02-01,12.7,0,10,1
110,1939-03-01,10.98,0,10,1
111,1939-04-01,10.93,0,10,0
112,1939-05-01,11.6,0,10,0
113,1939-06-01,10.86,0,10,0
114,1939-07-01,12.04,0,10,0
115,1939-08-01,11.18,0,10,0
116,1939-09-01,12.79,0,10,1
117,1939-10-01,12.83,0,10,0
118,1939-11-01,12.2,0,10,0
119,1939-12-01,12.46,0,10,0
120,1940-01-01,12.05,0,10,1
121,1940-02-01,12.13,0,10,1
122,1940-03-01,12.18,0,10,1
123,1940-04-01,12.19,0,10,1
124,1940-05-01,9.27,0,10,0
125,1940-06-01,9.98,0,10,0
126,1940-07-01,10.29,0,10,0
127,1940-08-01,10.5,0,10,0
128,1940-09-01,10.66,0,10,0
129,1940-10-01,11.08,0,10,0
130,1940-11-01,10.57,0,10,0
131,1940-12-01,10.58,0,10,0
132,1941-01-01,10.07,0,10,0
133,1941-02-01,9.92,0,10,0
134,1941-03-01,9.96,0,10,1
135,1941-04-01,9.31,0,10,0
136,1941-05-01,9.38,0,10,0
137,1941-06-01,9.85,0,10,0
138,1941-07-01,10.39,0,10,0
139,1941-08-01,10.28,0,10,0
140,1941-09-01,10.2,0,10,0
141,1941-10-01,9.5,0,10,0
142,1941-11-01,9.12,0,10,0
143,1941-12-01,8.69,0,10,0
144,1942-01-01,8.85,0,10,0
145,1942-02-01,8.59,0,10,0
146,1942-03-01,8.01,0,10,0
147,1942-04-01,7.66,0,10,0
148,1942-05-01,8.15,0,10,0
149,1942-06-01,8.3,0,10,0
150,1942-07-01,8.56,0,10,0
151,1942-08-01,8.62,0,10,0
152,1942-09-01,8.85,0,10,0
153,1942-10-01,9.36,0,10,1
154,1942-11-01,9.29,0,10,1
155,1942-12-01,9.77,0,10,1
156,1943-01-01,10.44,0,10,1
157,1943-02-01,10.97,0,10,1
158,1943-03-01,11.58,0,10,1
159,1943-04-01,11.59,0,10,1
160,1943-05-01,12.05,0,10,1
161,1943-06-01,12.35,0,10,1
162,1943-07-01,11.85,0,10,1
163,1943-08-01,11.8,0,10,1
164,1943-09-01,12.08,0,10,1
165,1943-10-01,11.91,0,10,1
166,1943-11-01,11.02,0,10,1
167,1943-12-01,11.67,0,10,1
168,1944-01-01,11.85,0,10,1
169,1944-02-01,11.82,0,10,1
170,1944-03-01,12.02,0,10,0
171,1944-04-01,11.87,0,10,0
172,1944-05-01,12.35,0,10,1
173,1944-06-01,12.98,0,10,1
174,1944-07-01,12.71,0,10,1
175,1944-08-01,12.82,0,10,1
176,1944-09-01,12.74,0,10,1
177,1944-10-01,12.78,0,10,1
178,1944-11-01,12.83,0,10,1
179,1944-12-01,13.28,0,10,1
180,1945-01-01,13.47,0,10,1
181,1945-02-01,14.3,0,10,1
182,1945-03-01,13.61,0,10,1
183,1945-04-01,14.84,0,10,1
184,1945-05-01,15.01,0,10,1
185,1945-06-01,14.87,0,10,1
186,1945-07-01,14.66,0,10,1
187,1945-08-01,15.15,0,10,1
188,1945-09-01,16.05,0,10,1
189,1945-10-01,16.65,0,10,1
190,1945-11-01,17.19,0,10,1
191,1945-12-01,17.36,0,10,1
192,1946-01-01,18.57,0,10,1
193,1946-02-01,17.28,0,10,1
194,1946-03-01,18.04,0,10,1
195,1946-04-01,18.76,0,10,1
196,1946-05-01,19.18,0,10,1
197,1946-06-01,18.43,0,10,1
198,1946-07-01,17.96,0,10,1
199,1946-08-01,16.65,0,10,1
200,1946-09-01,14.96,0,10,0
201,1946-10-01,14.84,0,10,0
202,1946-11-01,14.68,0,10,0
203,1946-12-01,15.3,0,10,0
204,1947-01-01,15.66,0,10,0
205,1947-02-01,15.43,0,10,0
206,1947-03-01,15.17,0,10,0
207,1947-04-01,14.58,0,10,0
208,1947-05-01,14.45,0,10,0
209,1947-06-01,15.21,0,10,0
210,1947-07-01,15.76,0,10,1
211,1947-08-01,15.32,0,10,1
212,1947-09-01,15.11,0,10,1
213,1947-10-01,15.43,0,10,1
214,1947-11-01,14.98,0,10,0
215,1947-12-01,15.3,0,10,0
216,1948-01-01,14.68,0,10,0
217,1948-02-01,13.93,0,10,0
218,1948-03-01,15.08,0,10,1
219,1948-04-01,15.48,0,10,1
220,1948-05-01,16.69,0,10,1
221,1948-06-01,16.74,0,10,1
222,1948-07-01,15.85,0,10,1
223,1948-08-01,15.97,0,10,1
224,1948-09-01,15.49,0,10,1
225,1948-10-01,16.5,0,10,1
226,1948-11-01,14.75,0,10,1
227,1948-12-01,15.2,0,10,1
228,1949-01-01,15.22,0,10,1
229,1949-02-01,14.62,0,10,0
230,1949-03-01,15.06,0,10,0
231,1949-04-01,14.71,0,10,0
232,1949-05-01,14.19,0,10,0
233,1949-06-01,14.16,0,10,0
234,1949-07-01,15.04,0,10,0
235,1949-08-01,15.22,0,10,0
236,1949-09-01,15.58,0,10,1
237,1949-10-01,16.04,0,10,1
238,1949-11-01,16.06,0,10,1
239,1949-12-01,16.79,0,10,1
240,1950-01-01,17.049999,0,10,1
241,1950-02-01,17.219998999999998,0,10,1
242,1950-03-01,17.290001,0,10,1
243,1950-04-01,18.07,0,10,1
244,1950-05-01,18.780001,0,10,1
245,1950-06-01,17.690001000000006,0,10,1
246,1950-07-01,17.84,0,10,1
247,1950-08-01,18.42,0,10,1
248,1950-09-01,19.450001,0,10,1
249,1950-10-01,19.530001,0,10,1
250,1950-11-01,19.51,0,10,1
251,1950-12-01,20.41,0,10,1
252,1951-01-01,21.66,0,10,1
253,1951-02-01,21.799999,0,10,1
254,1951-03-01,21.4,0,10,1
255,1951-04-01,22.43,0,10,1
256,1951-05-01,21.52,0,10,1
257,1951-06-01,20.959999,0,10,1
258,1951-07-01,22.4,0,10,1
259,1951-08-01,23.280001,0,10,1
260,1951-09-01,23.26,0,10,1
261,1951-10-01,22.940001,0,10,1
262,1951-11-01,22.879999,0,10,1
263,1951-12-01,23.77,0,10,1
264,1952-01-01,24.139999,0,10,1
265,1952-02-01,23.26,0,10,1
266,1952-03-01,24.370001,0,10,1
267,1952-04-01,23.32,0,10,1
268,1952-05-01,23.860001,0,10,1
269,1952-06-01,24.959999,0,10,1
270,1952-07-01,25.4,0,10,1
271,1952-08-01,25.030001,0,10,1
272,1952-09-01,24.540001,0,10,1
273,1952-10-01,24.52,0,10,1
274,1952-11-01,25.66,0,10,1
275,1952-12-01,26.57,0,10,1
276,1953-01-01,26.379999,0,10,1
277,1953-02-01,25.9,0,10,1
278,1953-03-01,25.290001,0,10,1
279,1953-04-01,24.620001,0,10,0
280,1953-05-01,24.540001,0,10,0
281,1953-06-01,24.139999,0,10,0
282,1953-07-01,24.75,0,10,1
283,1953-08-01,23.32,0,10,0
284,1953-09-01,23.35,0,10,0
285,1953-10-01,24.540001,0,10,0
286,1953-11-01,24.76,0,10,0
287,1953-12-01,24.809999,0,10,0
288,1954-01-01,26.08,0,10,1
289,1954-02-01,26.15,0,10,1
290,1954-03-01,26.940001,0,10,1
291,1954-04-01,28.26,0,10,1
292,1954-05-01,29.190001,0,10,1
293,1954-06-01,29.209999,0,10,1
294,1954-07-01,30.879999,0,10,1
295,1954-08-01,29.83,0,10,1
296,1954-09-01,32.310001,0,10,1
297,1954-10-01,31.68,0,10,1
298,1954-11-01,34.240002000000004,0,10,1
299,1954-12-01,35.98,0,10,1
300,1955-01-01,36.630001,0,10,1
301,1955-02-01,36.759998,0,10,1
302,1955-03-01,36.580002,0,10,1
303,1955-04-01,37.959999,0,10,1
304,1955-05-01,37.91,0,10,1
305,1955-06-01,41.029999,0,10,1
306,1955-07-01,43.52,0,10,1
307,1955-08-01,43.18,0,10,1
308,1955-09-01,43.669998,0,10,1
309,1955-10-01,42.34,0,10,1
310,1955-11-01,45.509998,0,10,1
311,1955-12-01,45.48,0,10,1
312,1956-01-01,43.82,0,10,1
313,1956-02-01,45.34,0,10,1
314,1956-03-01,48.48,0,10,1
315,1956-04-01,48.380001,0,10,1
316,1956-05-01,45.200001,0,10,1
317,1956-06-01,46.970001,0,10,1
318,1956-07-01,49.389999,0,10,1
319,1956-08-01,47.509998,0,10,1
320,1956-09-01,45.349998,0,10,0
321,1956-10-01,45.580002,0,10,1
322,1956-11-01,45.080002,0,10,1
323,1956-12-01,46.669998,0,10,1
324,1957-01-01,44.720001,0,10,0
325,1957-02-01,43.259998,0,10,0
326,1957-03-01,44.110001,0,10,0
327,1957-04-01,45.740002,0,10,0
328,1957-05-01,47.43,0,10,0
329,1957-06-01,47.369999,0,10,0
330,1957-07-01,47.91,0,10,1
331,1957-08-01,45.220001,0,10,0
332,1957-09-01,42.419998,0,10,0
333,1957-10-01,41.060001,0,10,0
334,1957-11-01,41.720001,0,10,0
335,1957-12-01,39.990002,0,10,0
336,1958-01-01,41.700001,0,10,0
337,1958-02-01,40.84,0,10,0
338,1958-03-01,42.099998,0,10,0
339,1958-04-01,43.439999,0,10,0
340,1958-05-01,44.09,0,10,0
341,1958-06-01,45.240002,0,10,1
342,1958-07-01,47.189999,0,10,1
343,1958-08-01,47.75,0,10,1
344,1958-09-01,50.060001,0,10,1
345,1958-10-01,51.330002,0,10,1
346,1958-11-01,52.48,0,10,1
347,1958-12-01,55.209999,0,10,1
348,1959-01-01,55.450001,0,5,1
349,1959-02-01,55.41,0,5,1
350,1959-03-01,55.439999,0,5,1
351,1959-04-01,57.59,0,5,1
352,1959-05-01,58.68,0,5,1
353,1959-06-01,58.470001,0,5,1
354,1959-07-01,60.509998,0,5,1
355,1959-08-01,59.599998,0,5,1
356,1959-09-01,56.880001,0,5,0
357,1959-10-01,57.52,0,5,0
358,1959-11-01,58.279999,0,5,0
359,1959-12-01,59.889999,0,5,0
360,1960-01-01,55.610001,0,5,0
361,1960-02-01,56.119999,0,5,0
362,1960-03-01,55.34,0,5,0
363,1960-04-01,54.369999,0,5,0
364,1960-05-01,55.830002,0,5,0
365,1960-06-01,56.919998,0,5,1
366,1960-07-01,55.509998,0,5,0
367,1960-08-01,56.959999,0,5,1
368,1960-09-01,53.52,0,5,0
369,1960-10-01,53.389999,0,5,0
370,1960-11-01,55.540001,0,5,0
371,1960-12-01,58.110001,0,5,1
372,1961-01-01,61.779999,0,10,1
373,1961-02-01,63.439999,0,10,1
374,1961-03-01,65.059998,0,10,1
375,1961-04-01,65.309998,0,10,1
376,1961-05-01,66.559998,0,10,1
377,1961-06-01,64.639999,0,10,1
378,1961-07-01,66.760002,0,10,1
379,1961-08-01,68.07,0,10,1
380,1961-09-01,66.730003,0,10,1
381,1961-10-01,68.620003,0,10,1
382,1961-11-01,71.32,0,10,1
383,1961-12-01,71.550003,0,10,1
384,1962-01-01,68.839996,0,10,1
385,1962-02-01,69.959999,0,10,1
386,1962-03-01,69.550003,0,10,1
387,1962-04-01,65.239998,0,10,1
388,1962-05-01,59.630001,0,10,0
389,1962-06-01,54.75,0,10,0
390,1962-07-01,58.23,0,10,0
391,1962-08-01,59.119999,0,10,0
392,1962-09-01,56.27,0,10,0
393,1962-10-01,56.52,0,10,0
394,1962-11-01,62.259998,0,10,0
395,1962-12-01,63.099998,0,10,0
396,1963-01-01,66.199997,0,5,1
