,Window,CAGR,StDev,DrawDown,Sharpe,MaR,SM
0,1,4.589563125700291,12.252872318032525,-0.4143646746428936,0.3745703869733337,0.11076144774299722,0.04148795834282115
1,2,4.486579575834138,12.022530001000044,-0.6665769983748677,0.3731809839909686,0.06730774669351833,0.025117971141302032
2,3,5.32027670329942,12.335208470232395,-0.5614145252790055,0.4313082114613979,0.09476556917823616,0.04087316815038641
3,4,5.984403038615316,12.630285242161507,-0.5614145252790055,0.4738137677713416,0.10659508739360198,0.05050621998387799
4,5,5.5181714915012225,12.516146035814378,-0.5614145252790055,0.4408842367060298,0.09829050092280502,0.043334732474804204
5,6,5.395465822490686,12.474294313515566,-0.5614145252790055,0.43252673753615406,0.09610484908293579,0.04156791683524667
6,7,5.235815973715741,12.631946809463429,-0.5614145252790055,0.4144900269682298,0.09326114195413279,0.038655813243656405
7,8,5.172957700766179,12.62718061310163,-0.5614145252790055,0.4096684651361408,0.09214150093810594,0.03774746726465414
8,9,5.785049446316726,12.6970037741848,-0.5614145252790055,0.45562319655907557,0.1030441712109557,0.046949314673916304
9,10,5.766569642284747,12.634517339434614,-0.5614145252790055,0.4564139244390634,0.1027150061608923,0.04688055906067543
10,11,5.5007502250203455,12.597369500177338,-0.5614145252790055,0.4366586393248931,0.09798019070287939,0.04278389675311286
11,12,5.933350886614663,12.658837921960604,-0.5614145252790055,0.4687121300701277,0.10568573878037754,0.04953618774178586
12,13,5.583715127567168,12.617479727533116,-0.5614145252790055,0.4425380700539361,0.09945797403072598,0.04401393987903197
13,14,5.383280216593467,12.896068019268682,-0.5614145252790055,0.41743578031304035,0.0958877972371332,0.04002699746218129
14,15,5.384623301365243,12.904051798809858,-0.5614145252790055,0.41728159382170704,0.0959117204651813,0.04002219558189289
15,16,5.274977142586601,12.760019573215097,-0.5614145252790055,0.4133988284515996,0.0939586865866198,0.03884241095775965
16,17,5.133476610617782,12.813902435976843,-0.5614145252790055,0.4006177381376668,0.0914382578196851,0.03663178802697108
17,18,4.783885901034601,12.758191135551739,-0.5614145252790055,0.3749658435280777,0.08521129549787049,0.0319513252944793
18,19,5.115659325745292,12.78517999351629,-0.5614145252790055,0.4001241537733204,0.09112089366057939,0.03645967046700804
19,20,5.338262130695992,12.824965007179266,-0.5614145252790055,0.41623989833170655,0.09508592831728112,0.03957855713556103
20,21,5.626696247290819,12.953402007772617,-0.5614145252790055,0.4343798057000432,0.10022356020258875,0.043535090607367086
21,22,5.5424428189661645,12.815210846963566,-0.5614145252790055,0.43248939757236926,0.09872282545970366,0.0426965753097094
22,23,5.335394280891825,12.94106837145107,-0.5614145252790055,0.4122839110148038,0.09503484574504553,0.03918133788645596
23,24,4.844142751737168,12.980714518625145,-0.5614145252790055,0.3731799774801793,0.08628459958939931,0.03219968493165832
24,25,5.2155889072458494,12.837630482516785,-0.5614145252790055,0.40627348749045367,0.0929008544026157,0.037743154108993544
25,26,5.345499376051888,12.89458345443457,-0.5614145252790055,0.41455386247576065,0.09521483922054459,0.039471679363885306
26,27,4.825991125022844,12.859344185882701,-0.5614145252790055,0.37529061010132486,0.08596128008309861,0.032260461247476946
