,Window,CAGR,StDev,DrawDown,Sharpe,MaR,SM
24,25,8.750747730650676,9.650334092959094,-0.447032725546345,0.9067818426136399,0.19575183718274478,0.17750421161557453
25,26,8.781563692871043,9.657058486658395,-0.4470327255463448,0.9093414630348483,0.1964411818427517,0.17863211169718252
26,27,8.706264792884234,10.673120734482733,-0.5488231357163471,0.8157187583155526,0.15863516361278118,0.1294016786874024
27,28,8.922206670685839,10.627186326891415,-0.5488231357163469,0.8395643396322849,0.16256979872104338,0.13648780570738628
28,29,8.86122354191745,10.65478409086371,-0.5488231357163469,0.8316661760904,0.1614586369496142,0.1342796871886538
29,30,9.232818098847616,10.480915355272202,-0.4458644933258509,0.8809171514015942,0.20707677415568504,0.18241748201065733
30,31,9.04613949463644,10.485390457732107,-0.4458644933258508,0.8627374947172961,0.20288988313822193,0.17504070948215456
31,32,8.999434865825439,10.4543272277035,-0.4458644933258508,0.8608334778327331,0.20184237589083795,0.17375267441213182
32,33,9.140057001841573,10.435309989413927,-0.44586449332585104,0.8758778619047906,0.20499629682693182,0.17955171816317284
33,34,8.915688502229436,10.451262534401623,-0.44586449332585104,0.8530728677882069,0.19996408405891128,0.17058393464277752
34,35,8.91702678721822,10.450097316483483,-0.44586449332585104,0.8532960523872758,0.1999940995683052,0.17065417566238258
35,36,9.061277817746195,10.379567505355089,-0.4458644933258508,0.8729918479812618,0.20322941058067048,0.17741761870696213
36,37,9.122342597438537,10.351642308899786,-0.4458644933258508,0.8812459245810337,0.2045989921599714,0.18030202801436165
37,38,8.84311254638468,10.384232792969264,-0.44586449332585104,0.8515903603752013,0.19833632591868824,0.1689013032645891
38,39,8.821476597806921,10.387353482469562,-0.44586449332585104,0.8492516031821458,0.19785106752961204,0.168025336290822
39,40,8.930079502324805,10.3241057730482,-0.44586449332585104,0.8649736547292455,0.20028685028745802,0.17324284888735178
40,41,8.957091497959357,10.330321728539221,-0.44586449332585104,0.867068009432263,0.2008926844823512,0.17418762004361593
41,42,8.950984314278365,10.38271907586735,-0.44586449332585104,0.8621040643469996,0.20075571049647856,0.17307231395988376
42,43,8.933357388739239,10.389222926713977,-0.44586449332585104,0.859867715974094,0.20036036783513225,0.17228341186212448
43,44,8.968482622932793,10.40018902065938,-0.44586449332585104,0.8623384253033687,0.201148168494735,0.17345779487240645
44,45,8.94888136155596,10.385450308021062,-0.44586449332585104,0.8616748524273823,0.20070854475994013,0.17294550568693606
45,46,9.056978611333854,10.325718122825037,-0.44586449332585104,0.8771282058642846,0.2031329865218656,0.17817367201977788
46,47,8.99001298158375,10.379572364328896,-0.44586449332585104,0.8661255652958695,0.20163105867713893,0.1746378146779416
47,48,8.985537261775157,10.378122393570747,-0.44586449332585104,0.8658153104208621,0.20153067571604674,0.17448834455441511
48,49,9.022713331216426,10.38408992595172,-0.44586449332585104,0.8688978423296424,0.20236447320379825,0.17583405413095504
49,50,9.006060738221567,10.379521344914084,-0.44586449332585104,0.8676759205890062,0.20199098320304393,0.17526271230137963
50,51,9.051075864773384,10.394099642031707,-0.44586449332585104,0.8707897919481744,0.20300059772103424,0.17677084825485445
51,52,9.003935522008089,10.397070466018132,-0.44586449332585104,0.8660069729676858,0.2019433181333806,0.17488432164773932
52,53,9.01630332579526,10.35213376186231,-0.44586449332585104,0.8709608601669827,0.2022207074292834,0.1761263212861844
53,54,8.973608408573398,10.34853160879983,-0.44586449332585104,0.8671383291657271,0.2012631313526735,0.17452297544381956
54,55,8.916945603835892,10.348087257687997,-0.44586449332585104,0.8616998853784448,0.19999227875988596,0.1723333236839677
55,56,8.96305874915091,10.37005770846628,-0.44586449332585104,0.8643210096924848,0.20102652001491494,0.1737514447542578
56,57,8.853585228852157,10.367977169608272,-0.44586449332585104,0.8539356408697288,0.19857121079120543,0.16956703414526603
57,58,8.875797383582128,10.377953916768101,-0.44586449332585104,0.8552550391692456,0.1990693925271917,0.17025510110324127
58,59,8.714011273852496,10.348686418590114,-0.44586449332585104,0.8420403248666294,0.19544079881427195,0.16456903372576312
59,60,8.587880133449843,10.406011101306339,-0.44586449332585104,0.8252807007261166,0.19261188684010244,0.15895887293957922
60,61,8.599979713326977,10.358385743468217,-0.44586449332585104,0.8302432373451574,0.19288326031922565,0.16014002247712264
61,62,8.544385467025561,10.436220725163407,-0.44586449332585104,0.8187241044474723,0.19163637371727357,0.15689731845123595
62,63,8.613503664549338,10.422913761514419,-0.44586449332585104,0.8264007418303556,0.1931865800817275,0.15964953309120902
63,64,8.677329478382912,10.420243668755448,-0.44586449332585104,0.8327376743023225,0.19461808707071146,0.16206581320443117
64,65,8.73005233641413,10.415325220327135,-0.44586449332585104,0.8381929658207953,0.19580057320316707,0.16411866316257434
65,66,8.643997342271593,10.430196945611574,-0.44586449332585104,0.8287472793990232,0.19387050262273975,0.16066965160431676
66,67,8.690560513769373,10.433921714722228,-0.44586449332585104,0.8329140999310951,0.19491483721755015,0.1623473162042717
67,68,8.581738360699287,10.422520112136716,-0.44586449332585104,0.823384197714918,0.19247413707885228,0.15848016293954192
68,69,8.625616312423801,10.411230759716432,-0.44586449332585104,0.828491511858367,0.19345824665432473,0.16027851525211037
69,70,8.664558242793706,10.410718841073772,-0.44586449332585104,0.8322728118071082,0.1943316494695932,0.16173694832717167
70,71,8.689953545047956,10.403896700653613,-0.44586449332585104,0.8352594989242847,0.19490122391730977,0.16279309862890198
71,72,8.556244436458972,10.378363452350227,-0.44586449332585104,0.8244309881555913,0.19190235070380035,0.15821024462011496
72,73,8.609799909616589,10.37972231848118,-0.44586449332585104,0.829482682237729,0.19310351101055923,0.1601760182625615
73,74,8.553127616275823,10.408793656538041,-0.44586449332585104,0.8217213155055078,0.19183244560416124,0.15763280955849013
74,75,8.714206017644033,10.401812349350354,-0.44586449332585104,0.837758433335733,0.1954451665940448,0.16373583656886828
75,76,8.702374068627972,10.395715469106108,-0.44586449332585104,0.8371116056888636,0.19517979563059795,0.16338727211835408
76,77,8.702374068627972,10.395715469106108,-0.44586449332585104,0.8371116056888636,0.19517979563059795,0.16338727211835408
77,78,8.631497620628803,10.389635670000985,-0.44586449332585104,0.8307796245013069,0.19359015462845228,0.16083075596937552
78,79,8.547427570037813,10.412841200703646,-0.44586449332585104,0.8208545012153092,0.1917046030348754,0.15736158630487151
79,80,8.643915596829466,10.393293928898137,-0.44586449332585104,0.8316820111086636,0.1938686692082528,0.16123708469807993
80,81,8.723183843925032,10.421097645416896,-0.44586449332585104,0.8370695814141429,0.19564652432527005,0.16376975422208573
81,82,8.670942030871998,10.403926082867773,-0.44586449332585104,0.8334297996552,0.19447482723265466,0.162081116298491
82,83,8.537798156535104,10.394645215049668,-0.44586449332585104,0.8213650374688914,0.19148863128455995,0.15728206680990933
83,84,8.58058771160113,10.377381193893674,-0.44586449332585104,0.8268548250545306,0.19244832993082006,0.1591268301769848
84,85,8.536520995067542,10.365634578210754,-0.44586449332585104,0.8235406072496393,0.1914599866742203,0.15767507368969522
85,86,8.5530751152884,10.392743122466056,-0.44586449332585104,0.8229853287530187,0.19183126809421802,0.15787431923762849
86,87,8.53481618731584,10.389298400430965,-0.44586449332585104,0.8215007268403998,0.19142175066805203,0.15725310730686654
87,88,8.645733597352368,10.40061411076983,-0.44586449332585104,0.8312714523654633,0.1939094439402648,0.1611913850916033
88,89,8.541245470994108,10.39888001620377,-0.44586449332585104,0.8213620560757453,0.19156594882185227,0.15734500159841758
89,90,8.547665183537912,10.407395234115052,-0.44586449332585104,0.8213068679777804,0.19170993231100428,0.15745268406658322
90,91,8.491962604312885,10.4121648095436,-0.44586449332585104,0.8155808863618166,0.19046061598151764,0.15533603799922374
91,92,8.63288683184269,10.417504327396955,-0.44586449332585104,0.8286904963542078,0.19362131232848628,0.16045214141824637
92,93,8.610603604715884,10.432280762154477,-0.44586449332585104,0.8253807389801902,0.19312153655669095,0.15939879655615138
93,94,8.576790818342971,10.410440824778137,-0.44586449332585104,0.8238643264682076,0.1923631719217165,0.158481155072573
94,95,8.538582942036355,10.419863727703175,-0.44586449332585104,0.8194524578411635,0.1915062327198166,0.15693025309415556
95,96,8.49864544104928,10.397084822793238,-0.44586449332585104,0.8174065698125246,0.1906105009092576,0.15580627571848335
96,97,8.518364341548711,10.396318768528802,-0.44586449332585104,0.8193635200312501,0.19105276309417257,0.15654166448053775
97,98,8.587832719409128,10.403617909118788,-0.44586449332585104,0.8254659863932411,0.1926108234219244,0.1589936833459932
98,99,8.68293723650213,10.408112423833723,-0.44586449332585104,0.83424706449355,0.19474385977078426,0.1624644933419203
99,100,8.587832719409128,10.403617909118788,-0.44586449332585104,0.8254659863932411,0.1926108234219244,0.1589936833459932
100,101,8.537106867161093,10.400031610087973,-0.44586449332585104,0.8208731653161656,0.19147312681213932,0.15717515167926438
101,102,8.591446002973413,10.40330827416606,-0.44586449332585104,0.8258378754677548,0.19269186337057184,0.15913223906587592
102,103,8.7343184076627,10.404328551545968,-0.44586449332585104,0.8394889073706614,0.1958962540952863,0.16445273230845736
103,104,8.698383911701303,10.413891626661087,-0.44586449332585104,0.835267373959622,0.1950903030384226,0.1629525651038901
104,105,8.7343184076627,10.404328551545968,-0.44586449332585104,0.8394889073706614,0.1958962540952863,0.16445273230845736
105,106,8.698331789797397,10.378778391785426,-0.44586449332585104,0.8380882085970671,0.19508913403069297,0.1635019028565366
106,107,8.7343184076627,10.404328551545968,-0.44586449332585104,0.8394889073706614,0.1958962540952863,0.16445273230845736
107,108,8.714206017644033,10.401812349350354,-0.44586449332585104,0.837758433335733,0.1954451665940448,0.16373583656886828
108,109,8.702374068627972,10.395715469106108,-0.44586449332585104,0.8371116056888636,0.19517979563059795,0.16338727211835408
109,110,8.702374068627972,10.395715469106108,-0.44586449332585104,0.8371116056888636,0.19517979563059795,0.16338727211835408
110,111,8.643321854941943,10.395742281321873,-0.44586449332585104,0.8314290236370596,0.19385535256392677,0.1611769665090436
111,112,8.643321854941943,10.395742281321873,-0.44586449332585104,0.8314290236370596,0.19385535256392677,0.1611769665090436
112,113,8.702374068627972,10.395715469106108,-0.44586449332585104,0.8371116056888636,0.19517979563059795,0.16338727211835408
113,114,8.714206017644033,10.401812349350354,-0.44586449332585104,0.837758433335733,0.1954451665940448,0.16373583656886828
114,115,8.631497620628803,10.389635670000985,-0.44586449332585104,0.8307796245013069,0.19359015462845228,0.16083075596937552
115,116,8.627345146432685,10.393761389736307,-0.44586449332585104,0.8300503372101717,0.19349702152953374,0.16061226796975334
116,117,8.556517619016413,10.387643315570854,-0.44586449332585104,0.8237207766067957,0.19190847773480485,0.1580790003171414
117,118,8.615522650950247,10.387652222081693,-0.44586449332585104,0.8294003752489598,0.19323186259314368,0.1602665793448088
118,119,8.702374068627972,10.395715469106108,-0.44586449332585104,0.8371116056888636,0.19517979563059795,0.16338727211835408
119,120,8.647441466980933,10.396291818584395,-0.44586449332585104,0.8317813329867079,0.1939477486192453,0.16132211687628678
120,121,8.643321854941943,10.395742281321873,-0.44586449332585104,0.8314290236370596,0.19385535256392677,0.1611769665090436
121,122,8.647441466980933,10.396291818584395,-0.44586449332585104,0.8317813329867079,0.1939477486192453,0.16132211687628678
122,123,8.714206017644033,10.401812349350354,-0.44586449332585104,0.837758433335733,0.1954451665940448,0.16373583656886828
123,124,8.714206017644033,10.401812349350354,-0.44586449332585104,0.837758433335733,0.1954451665940448,0.16373583656886828
124,125,8.627345146432685,10.393761389736307,-0.44586449332585104,0.8300503372101717,0.19349702152953374,0.16061226796975334
125,126,8.627345146432685,10.393761389736307,-0.44586449332585104,0.8300503372101717,0.19349702152953374,0.16061226796975334
126,127,8.702374068627972,10.395715469106108,-0.44586449332585104,0.8371116056888636,0.19517979563059795,0.16338727211835408
127,128,8.702374068627972,10.395715469106108,-0.44586449332585104,0.8371116056888636,0.19517979563059795,0.16338727211835408
128,129,8.631497620628803,10.389635670000985,-0.44586449332585104,0.8307796245013069,0.19359015462845228,0.16083075596937552
129,130,8.631497620628803,10.389635670000985,-0.44586449332585104,0.8307796245013069,0.19359015462845228,0.16083075596937552
130,131,8.631497620628803,10.389635670000985,-0.44586449332585104,0.8307796245013069,0.19359015462845228,0.16083075596937552
131,132,8.631497620628803,10.389635670000985,-0.44586449332585104,0.8307796245013069,0.19359015462845228,0.16083075596937552
132,133,8.631497620628803,10.389635670000985,-0.44586449332585104,0.8307796245013069,0.19359015462845228,0.16083075596937552
133,134,8.466547291137294,10.404480347760488,-0.44586449332585104,0.8137405240963981,0.18989059272207373,0.15452167044263596
134,135,8.466547291137294,10.404480347760488,-0.44586449332585104,0.8137405240963981,0.18989059272207373,0.15452167044263596
135,136,8.466547291137294,10.404480347760488,-0.44586449332585104,0.8137405240963981,0.18989059272207373,0.15452167044263596
136,137,8.466547291137294,10.404480347760488,-0.44586449332585104,0.8137405240963981,0.18989059272207373,0.15452167044263596
137,138,8.466547291137294,10.404480347760488,-0.44586449332585104,0.8137405240963981,0.18989059272207373,0.15452167044263596
138,139,8.572694689644035,10.367302788475392,-0.44586449332585104,0.8268973005373877,0.19227130255870933,0.15898862105660408
139,140,8.532337310524074,10.359775123062485,-0.44586449332585104,0.82360255982099,0.19136615357905137,0.1576096539508034
140,141,8.495258350056023,10.37452820224069,-0.44586449332585104,0.8188573190462018,0.1905345340842702,0.15602059776596267
141,142,8.495258350056023,10.37452820224069,-0.44586449332585104,0.8188573190462018,0.1905345340842702,0.15602059776596267
142,143,8.495258350056023,10.37452820224069,-0.44586449332585104,0.8188573190462018,0.1905345340842702,0.15602059776596267
143,144,8.456326693389716,10.37116992153888,-0.44586449332585104,0.8153686379998064,0.1896613616911087,0.15464392616326797
144,145,8.456326693389716,10.37116992153888,-0.44586449332585104,0.8153686379998064,0.1896613616911087,0.15464392616326797
