,Date,Close,Dividend,MomentumType,Enter
70,1878-11-01,3.47,0.18,2,0
71,1878-12-01,3.45,0.18,2,0
72,1879-01-01,3.58,0.18,2,1
73,1879-02-01,3.71,0.18,2,1
74,1879-03-01,3.65,0.18,2,1
75,1879-04-01,3.77,0.19,2,1
76,1879-05-01,3.94,0.19,2,1
77,1879-06-01,3.96,0.19,2,1
78,1879-07-01,4.04,0.19,2,1
79,1879-08-01,4.07,0.19,2,1
80,1879-09-01,4.22,0.2,2,1
81,1879-10-01,4.68,0.2,2,1
82,1879-11-01,4.93,0.2,2,1
83,1879-12-01,4.92,0.2,2,1
84,1880-01-01,5.11,0.2,2,1
85,1880-02-01,5.2,0.21,2,1
86,1880-03-01,5.3,0.21,2,1
87,1880-04-01,5.18,0.22,2,0
88,1880-05-01,4.77,0.23,2,0
89,1880-06-01,4.79,0.23,2,0
90,1880-07-01,5.01,0.23,2,1
91,1880-08-01,5.19,0.24,2,1
92,1880-09-01,5.18,0.24,2,1
93,1880-10-01,5.33,0.25,2,1
94,1880-11-01,5.61,0.26,2,1
95,1880-12-01,5.84,0.26,2,1
96,1881-01-01,6.19,0.27,2,1
97,1881-02-01,6.17,0.27,2,1
98,1881-03-01,6.24,0.28,2,1
99,1881-04-01,6.22,0.28,2,1
100,1881-05-01,6.5,0.28,2,1
101,1881-06-01,6.58,0.29,2,1
102,1881-07-01,6.35,0.29,2,0
103,1881-08-01,6.2,0.3,2,0
104,1881-09-01,6.25,0.3,2,0
105,1881-10-01,6.15,0.31,2,0
106,1881-11-01,6.19,0.32,2,0
107,1881-12-01,6.01,0.32,2,0
108,1882-01-01,5.92,0.32,2,0
109,1882-02-01,5.79,0.32,2,0
110,1882-03-01,5.78,0.32,2,0
111,1882-04-01,5.78,0.32,2,0
112,1882-05-01,5.71,0.32,2,0
113,1882-06-01,5.68,0.32,2,0
114,1882-07-01,6.0,0.32,2,1
115,1882-08-01,6.18,0.32,2,1
116,1882-09-01,6.24,0.32,2,1
117,1882-10-01,6.07,0.32,2,0
118,1882-11-01,5.81,0.32,2,0
119,1882-12-01,5.84,0.32,2,0
120,1883-01-01,5.81,0.32,2,1
121,1883-02-01,5.68,0.32,2,0
122,1883-03-01,5.75,0.32,2,0
123,1883-04-01,5.87,0.32,2,1
124,1883-05-01,5.77,0.32,2,1
125,1883-06-01,5.82,0.33,2,0
126,1883-07-01,5.73,0.33,2,0
127,1883-08-01,5.47,0.33,2,0
128,1883-09-01,5.53,0.33,2,0
129,1883-10-01,5.38,0.33,2,0
130,1883-11-01,5.46,0.33,2,0
131,1883-12-01,5.34,0.33,2,0
132,1884-01-01,5.18,0.33,2,0
133,1884-02-01,5.32,0.33,2,0
134,1884-03-01,5.3,0.33,2,1
135,1884-04-01,5.06,0.32,2,0
136,1884-05-01,4.65,0.32,2,0
137,1884-06-01,4.46,0.32,2,0
138,1884-07-01,4.46,0.32,2,0
139,1884-08-01,4.74,0.32,2,1
140,1884-09-01,4.59,0.32,2,1
141,1884-10-01,4.44,0.31,2,0
142,1884-11-01,4.35,0.31,2,0
143,1884-12-01,4.34,0.31,2,0
144,1885-01-01,4.24,0.3,2,0
145,1885-02-01,4.37,0.3,2,1
146,1885-03-01,4.38,0.29,2,1
147,1885-04-01,4.37,0.29,2,1
148,1885-05-01,4.32,0.28,2,0
149,1885-06-01,4.3,0.28,2,0
150,1885-07-01,4.46,0.27,2,1
151,1885-08-01,4.71,0.26,2,1
152,1885-09-01,4.65,0.26,2,1
153,1885-10-01,4.92,0.25,2,1
154,1885-11-01,5.24,0.25,2,1
155,1885-12-01,5.2,0.24,2,1
156,1886-01-01,5.2,0.24,2,0
157,1886-02-01,5.3,0.24,2,1
158,1886-03-01,5.19,0.23,2,0
159,1886-04-01,5.12,0.23,2,0
160,1886-05-01,5.02,0.23,2,0
161,1886-06-01,5.25,0.23,2,1
162,1886-07-01,5.33,0.23,2,1
163,1886-08-01,5.37,0.23,2,1
164,1886-09-01,5.51,0.23,2,1
165,1886-10-01,5.65,0.22,2,1
166,1886-11-01,5.79,0.22,2,1
167,1886-12-01,5.64,0.22,2,0
168,1887-01-01,5.58,0.22,2,0
169,1887-02-01,5.54,0.23,2,0
170,1887-03-01,5.67,0.23,2,1
171,1887-04-01,5.8,0.23,2,1
172,1887-05-01,5.9,0.23,2,1
173,1887-06-01,5.73,0.23,2,0
174,1887-07-01,5.59,0.24,2,0
175,1887-08-01,5.45,0.24,2,0
176,1887-09-01,5.38,0.24,2,0
177,1887-10-01,5.2,0.24,2,0
178,1887-11-01,5.3,0.25,2,0
179,1887-12-01,5.27,0.25,2,1
180,1888-01-01,5.31,0.25,2,1
181,1888-02-01,5.28,0.25,2,1
182,1888-03-01,5.08,0.24,2,0
183,1888-04-01,5.1,0.24,2,0
184,1888-05-01,5.17,0.24,2,1
185,1888-06-01,5.01,0.24,2,0
186,1888-07-01,5.14,0.24,2,0
187,1888-08-01,5.25,0.24,2,1
188,1888-09-01,5.38,0.23,2,1
189,1888-10-01,5.35,0.23,2,1
190,1888-11-01,5.24,0.23,2,0
191,1888-12-01,5.14,0.23,2,0
192,1889-01-01,5.24,0.23,8,1
193,1889-02-01,5.3,0.23,8,1
194,1889-03-01,5.19,0.23,8,1
195,1889-04-01,5.18,0.23,8,0
196,1889-05-01,5.32,0.23,8,0
197,1889-06-01,5.41,0.23,8,1
198,1889-07-01,5.3,0.22,8,1
199,1889-08-01,5.37,0.22,8,1
200,1889-09-01,5.5,0.22,8,1
201,1889-10-01,5.4,0.22,8,1
202,1889-11-01,5.35,0.22,8,1
203,1889-12-01,5.32,0.22,8,1
204,1890-01-01,5.38,0.22,9,1
205,1890-02-01,5.32,0.22,9,1
206,1890-03-01,5.28,0.22,9,0
207,1890-04-01,5.39,0.22,9,1
208,1890-05-01,5.62,0.22,9,1
209,1890-06-01,5.58,0.22,9,1
210,1890-07-01,5.54,0.22,9,1
211,1890-08-01,5.41,0.22,9,1
212,1890-09-01,5.32,0.22,9,1
213,1890-10-01,5.08,0.22,9,0
214,1890-11-01,4.71,0.22,9,0
215,1890-12-01,4.6,0.22,9,0
216,1891-01-01,4.84,0.22,12,0
217,1891-02-01,4.9,0.22,12,0
218,1891-03-01,4.81,0.22,12,0
219,1891-04-01,4.97,0.22,12,0
220,1891-05-01,4.95,0.22,12,0
221,1891-06-01,4.85,0.22,12,0
222,1891-07-01,4.77,0.22,12,0
223,1891-08-01,4.93,0.22,12,0
224,1891-09-01,5.33,0.22,12,1
225,1891-10-01,5.33,0.22,12,1
226,1891-11-01,5.25,0.22,12,1
227,1891-12-01,5.41,0.22,12,1
228,1892-01-01,5.51,0.22,8,1
229,1892-02-01,5.52,0.22,8,1
230,1892-03-01,5.58,0.23,8,1
231,1892-04-01,5.57,0.23,8,1
232,1892-05-01,5.57,0.23,8,1
233,1892-06-01,5.54,0.23,8,1
234,1892-07-01,5.54,0.23,8,1
235,1892-08-01,5.62,0.23,8,1
236,1892-09-01,5.48,0.23,8,0
237,1892-10-01,5.59,0.24,8,1
238,1892-11-01,5.57,0.24,8,0
239,1892-12-01,5.51,0.24,8,0
240,1893-01-01,5.61,0.24,8,1
241,1893-02-01,5.51,0.24,8,0
242,1893-03-01,5.31,0.24,8,0
243,1893-04-01,5.31,0.24,8,0
244,1893-05-01,4.84,0.24,8,0
245,1893-06-01,4.61,0.24,8,0
246,1893-07-01,4.18,0.25,8,0
247,1893-08-01,4.08,0.25,8,0
248,1893-09-01,4.37,0.25,8,0
249,1893-10-01,4.5,0.25,8,0
250,1893-11-01,4.57,0.25,8,0
251,1893-12-01,4.41,0.25,8,0
252,1894-01-01,4.32,0.25,12,0
253,1894-02-01,4.38,0.24,12,0
254,1894-03-01,4.51,0.24,12,0
255,1894-04-01,4.57,0.24,12,0
256,1894-05-01,4.4,0.23,12,0
257,1894-06-01,4.34,0.23,12,0
258,1894-07-01,4.25,0.23,12,1
259,1894-08-01,4.41,0.22,12,1
260,1894-09-01,4.48,0.22,12,1
261,1894-10-01,4.34,0.22,12,0
262,1894-11-01,4.34,0.21,12,0
263,1894-12-01,4.3,0.21,12,0
264,1895-01-01,4.25,0.21,12,0
265,1895-02-01,4.19,0.21,12,0
266,1895-03-01,4.19,0.2,12,0
267,1895-04-01,4.37,0.2,12,0
268,1895-05-01,4.61,0.2,12,1
269,1895-06-01,4.7,0.2,12,1
270,1895-07-01,4.72,0.2,12,1
271,1895-08-01,4.79,0.2,12,1
272,1895-09-01,4.82,0.2,12,1
273,1895-10-01,4.75,0.19,12,1
274,1895-11-01,4.59,0.19,12,1
275,1895-12-01,4.32,0.19,12,1
276,1896-01-01,4.27,0.19,5,0
277,1896-02-01,4.45,0.19,5,0
278,1896-03-01,4.38,0.19,5,0
279,1896-04-01,4.42,0.19,5,0
280,1896-05-01,4.4,0.19,5,1
281,1896-06-01,4.32,0.18,5,1
282,1896-07-01,4.04,0.18,5,0
283,1896-08-01,3.81,0.18,5,0
284,1896-09-01,4.01,0.18,5,0
285,1896-10-01,4.1,0.18,5,0
286,1896-11-01,4.38,0.18,5,1
287,1896-12-01,4.22,0.18,5,1
288,1897-01-01,4.22,0.18,12,0
289,1897-02-01,4.18,0.18,12,0
290,1897-03-01,4.19,0.18,12,0
291,1897-04-01,4.06,0.18,12,0
292,1897-05-01,4.08,0.18,12,0
293,1897-06-01,4.27,0.18,12,0
294,1897-07-01,4.46,0.18,12,1
295,1897-08-01,4.75,0.18,12,1
296,1897-09-01,4.98,0.18,12,1
297,1897-10-01,4.82,0.18,12,1
298,1897-11-01,4.65,0.18,12,1
299,1897-12-01,4.75,0.18,12,1
300,1898-01-01,4.88,0.18,1,1
301,1898-02-01,4.87,0.18,1,0
302,1898-03-01,4.65,0.18,1,0
303,1898-04-01,4.57,0.19,1,0
304,1898-05-01,4.87,0.19,1,1
305,1898-06-01,5.06,0.19,1,1
306,1898-07-01,5.08,0.19,1,1
307,1898-08-01,5.27,0.19,1,1
308,1898-09-01,5.26,0.2,1,0
309,1898-10-01,5.15,0.2,1,0
310,1898-11-01,5.32,0.2,1,1
311,1898-12-01,5.65,0.2,1,1
312,1899-01-01,6.08,0.2,1,1
313,1899-02-01,6.31,0.2,1,1
314,1899-03-01,6.4,0.2,1,1
315,1899-04-01,6.48,0.2,1,1
316,1899-05-01,6.21,0.2,1,0
317,1899-06-01,6.07,0.2,1,0
318,1899-07-01,6.28,0.21,1,1
319,1899-08-01,6.44,0.21,1,1
320,1899-09-01,6.37,0.21,1,0
321,1899-10-01,6.34,0.21,1,0
322,1899-11-01,6.46,0.21,1,1
323,1899-12-01,6.02,0.21,1,0
324,1900-01-01,6.1,0.22,12,1
325,1900-02-01,6.21,0.23,12,0
326,1900-03-01,6.26,0.23,12,0
327,1900-04-01,6.34,0.24,12,0
328,1900-05-01,6.04,0.25,12,0
329,1900-06-01,5.86,0.26,12,0
330,1900-07-01,5.86,0.26,12,0
331,1900-08-01,5.94,0.27,12,0
332,1900-09-01,5.8,0.28,12,0
333,1900-10-01,6.01,0.28,12,0
334,1900-11-01,6.48,0.29,12,1
335,1900-12-01,6.87,0.3,12,1
336,1901-01-01,7.07,0.3,12,1
337,1901-02-01,7.25,0.3,12,1
338,1901-03-01,7.51,0.3,12,1
339,1901-04-01,8.14,0.31,12,1
340,1901-05-01,7.73,0.31,12,1
341,1901-06-01,8.5,0.31,12,1
342,1901-07-01,7.93,0.31,12,1
343,1901-08-01,8.04,0.31,12,1
344,1901-09-01,8.0,0.32,12,1
345,1901-10-01,7.91,0.32,12,1
346,1901-11-01,8.08,0.32,12,1
347,1901-12-01,7.95,0.32,12,1
348,1902-01-01,8.12,0.32,12,1
349,1902-02-01,8.19,0.32,12,1
350,1902-03-01,8.2,0.32,12,1
351,1902-04-01,8.48,0.32,12,1
352,1902-05-01,8.46,0.32,12,1
353,1902-06-01,8.41,0.33,12,0
354,1902-07-01,8.6,0.33,12,1
355,1902-08-01,8.83,0.33,12,1
356,1902-09-01,8.85,0.33,12,1
357,1902-10-01,8.57,0.33,12,1
358,1902-11-01,8.24,0.33,12,1
359,1902-12-01,8.05,0.33,12,1
360,1903-01-01,8.46,0.33,12,1
361,1903-02-01,8.41,0.33,12,1
362,1903-03-01,8.08,0.34,12,0
363,1903-04-01,7.75,0.34,12,0
364,1903-05-01,7.6,0.34,12,0
365,1903-06-01,7.18,0.34,12,0
366,1903-07-01,6.85,0.34,12,0
367,1903-08-01,6.63,0.34,12,0
368,1903-09-01,6.47,0.34,12,0
369,1903-10-01,6.26,0.35,12,0
370,1903-11-01,6.28,0.35,12,0
371,1903-12-01,6.57,0.35,12,0
372,1904-01-01,6.68,0.35,1,1
373,1904-02-01,6.5,0.34,1,0
374,1904-03-01,6.48,0.34,1,0
375,1904-04-01,6.64,0.34,1,1
376,1904-05-01,6.5,0.33,1,0
377,1904-06-01,6.51,0.33,1,1
378,1904-07-01,6.78,0.33,1,1
379,1904-08-01,7.01,0.32,1,1
380,1904-09-01,7.32,0.32,1,1
381,1904-10-01,7.75,0.32,1,1
382,1904-11-01,8.17,0.31,1,1
383,1904-12-01,8.25,0.31,1,1
384,1905-01-01,8.43,0.31,1,1
385,1905-02-01,8.8,0.31,1,1
386,1905-03-01,9.05,0.32,1,1
387,1905-04-01,8.94,0.32,1,0
388,1905-05-01,8.5,0.32,1,0
389,1905-06-01,8.6,0.32,1,1
390,1905-07-01,8.87,0.32,1,1
391,1905-08-01,9.2,0.32,1,1
392,1905-09-01,9.23,0.33,1,1
393,1905-10-01,9.36,0.33,1,1
394,1905-11-01,9.31,0.33,1,0
395,1905-12-01,9.54,0.33,1,1
396,1906-01-01,9.87,0.34,1,1
397,1906-02-01,9.8,0.34,1,0
398,1906-03-01,9.56,0.35,1,0
399,1906-04-01,9.43,0.35,1,0
400,1906-05-01,9.18,0.36,1,0
401,1906-06-01,9.3,0.36,1,1
402,1906-07-01,9.06,0.37,1,0
403,1906-08-01,9.73,0.38,1,1
404,1906-09-01,10.03,0.38,1,1
405,1906-10-01,9.73,0.39,1,0
406,1906-11-01,9.93,0.39,1,1
407,1906-12-01,9.84,0.4,1,0
408,1907-01-01,9.56,0.4,1,0
409,1907-02-01,9.26,0.41,1,0
410,1907-03-01,8.35,0.41,1,0
411,1907-04-01,8.39,0.41,1,1
412,1907-05-01,8.1,0.42,1,0
413,1907-06-01,7.84,0.42,1,0
414,1907-07-01,8.14,0.42,1,1
415,1907-08-01,7.53,0.43,1,0
416,1907-09-01,7.45,0.43,1,0
417,1907-10-01,6.64,0.43,1,0
418,1907-11-01,6.25,0.44,1,0
419,1907-12-01,6.57,0.44,1,1
420,1908-01-01,6.85,0.44,12,0
421,1908-02-01,6.6,0.43,12,0
422,1908-03-01,6.87,0.43,12,0
423,1908-04-01,7.24,0.43,12,0
424,1908-05-01,7.63,0.42,12,0
425,1908-06-01,7.64,0.42,12,0
426,1908-07-01,7.92,0.42,12,0
427,1908-08-01,8.26,0.41,12,1
428,1908-09-01,8.17,0.41,12,1
429,1908-10-01,8.27,0.41,12,1
430,1908-11-01,8.83,0.4,12,1
431,1908-12-01,9.03,0.4,12,1
432,1909-01-01,9.06,0.4,1,1
433,1909-02-01,8.8,0.41,1,0
434,1909-03-01,8.92,0.41,1,1
435,1909-04-01,9.32,0.41,1,1
436,1909-05-01,9.63,0.42,1,1
437,1909-06-01,9.8,0.42,1,1
438,1909-07-01,9.94,0.42,1,1
439,1909-08-01,10.18,0.43,1,1
440,1909-09-01,10.19,0.43,1,1
441,1909-10-01,10.23,0.43,1,1
442,1909-11-01,10.18,0.44,1,0
443,1909-12-01,10.3,0.44,1,1
444,1910-01-01,10.08,0.44,5,0
445,1910-02-01,9.72,0.45,5,0
446,1910-03-01,9.96,0.45,5,0
447,1910-04-01,9.72,0.45,5,0
448,1910-05-01,9.56,0.45,5,0
449,1910-06-01,9.1,0.46,5,0
450,1910-07-01,8.64,0.46,5,0
451,1910-08-01,8.85,0.46,5,0
452,1910-09-01,8.91,0.46,5,0
453,1910-10-01,9.32,0.47,5,0
454,1910-11-01,9.31,0.47,5,1
455,1910-12-01,9.05,0.47,5,1
456,1911-01-01,9.27,0.47,5,1
457,1911-02-01,9.43,0.47,5,1
458,1911-03-01,9.32,0.47,5,1
459,1911-04-01,9.28,0.47,5,0
460,1911-05-01,9.48,0.47,5,1
461,1911-06-01,9.67,0.47,5,1
462,1911-07-01,9.63,0.47,5,1
463,1911-08-01,9.17,0.47,5,0
464,1911-09-01,8.67,0.47,5,0
465,1911-10-01,8.72,0.47,5,0
466,1911-11-01,9.07,0.47,5,0
467,1911-12-01,9.11,0.47,5,0
468,1912-01-01,9.12,0.47,1,1
469,1912-02-01,9.04,0.47,1,0
470,1912-03-01,9.3,0.47,1,1
471,1912-04-01,9.59,0.47,1,1
472,1912-05-01,9.58,0.47,1,0
473,1912-06-01,9.58,0.47,1,1
474,1912-07-01,9.59,0.48,1,1
475,1912-08-01,9.81,0.48,1,1
476,1912-09-01,9.86,0.48,1,1
477,1912-10-01,9.84,0.48,1,0
478,1912-11-01,9.73,0.48,1,0
479,1912-12-01,9.38,0.48,1,0
480,1913-01-01,9.3,0.48,1,0
481,1913-02-01,8.97,0.48,1,0
482,1913-03-01,8.8,0.48,1,0
483,1913-04-01,8.79,0.48,1,0
484,1913-05-01,8.55,0.48,1,0
485,1913-06-01,8.12,0.48,1,0
486,1913-07-01,8.23,0.48,1,1
487,1913-08-01,8.45,0.48,1,1
488,1913-09-01,8.53,0.48,1,1
489,1913-10-01,8.26,0.48,1,0
490,1913-11-01,8.05,0.48,1,0
491,1913-12-01,8.04,0.48,1,0
492,1914-01-01,8.37,0.47,1,1
493,1914-02-01,8.48,0.47,1,1
494,1914-03-01,8.32,0.47,1,0
495,1914-04-01,8.12,0.46,1,0
496,1914-05-01,8.17,0.46,1,1
497,1914-06-01,8.13,0.45,1,0
498,1914-07-01,7.68,0.45,1,0
499,1914-08-01,7.68,0.44,1,1
500,1914-09-01,7.68,0.43,1,1
501,1914-10-01,7.68,0.43,1,1
502,1914-11-01,7.68,0.42,1,1
503,1914-12-01,7.35,0.42,1,0
504,1915-01-01,7.48,0.42,1,1
505,1915-02-01,7.38,0.42,1,0
506,1915-03-01,7.57,0.42,1,1
507,1915-04-01,8.14,0.42,1,1
508,1915-05-01,7.95,0.42,1,0
509,1915-06-01,8.04,0.42,1,1
510,1915-07-01,8.01,0.43,1,0
511,1915-08-01,8.35,0.43,1,1
512,1915-09-01,8.66,0.43,1,1
513,1915-10-01,9.14,0.43,1,1
514,1915-11-01,9.46,0.43,1,1
515,1915-12-01,9.48,0.43,1,1
516,1916-01-01,9.33,0.44,5,1
517,1916-02-01,9.2,0.45,5,1
518,1916-03-01,9.17,0.46,5,1
519,1916-04-01,9.07,0.47,5,0
520,1916-05-01,9.27,0.48,5,0
521,1916-06-01,9.36,0.49,5,1
522,1916-07-01,9.23,0.51,5,1
523,1916-08-01,9.3,0.52,5,1
524,1916-09-01,9.68,0.53,5,1
525,1916-10-01,9.98,0.54,5,1
526,1916-11-01,10.21,0.55,5,1
527,1916-12-01,9.8,0.56,5,1
528,1917-01-01,9.57,0.57,5,1
529,1917-02-01,9.03,0.58,5,0
530,1917-03-01,9.31,0.59,5,0
531,1917-04-01,9.17,0.6,5,0
532,1917-05-01,8.86,0.61,5,0
533,1917-06-01,9.04,0.63,5,0
534,1917-07-01,8.79,0.64,5,0
535,1917-08-01,8.53,0.65,5,0
536,1917-09-01,8.12,0.66,5,0
537,1917-10-01,7.68,0.67,5,0
538,1917-11-01,7.04,0.68,5,0
539,1917-12-01,6.8,0.69,5,0
540,1918-01-01,7.21,0.68,1,1
541,1918-02-01,7.43,0.67,1,1
542,1918-03-01,7.28,0.66,1,0
543,1918-04-01,7.21,0.65,1,0
544,1918-05-01,7.44,0.64,1,1
545,1918-06-01,7.45,0.63,1,1
546,1918-07-01,7.51,0.62,1,1
547,1918-08-01,7.58,0.61,1,1
548,1918-09-01,7.54,0.6,1,0
549,1918-10-01,7.86,0.59,1,1
550,1918-11-01,8.06,0.58,1,1
551,1918-12-01,7.9,0.57,1,0
552,1919-01-01,7.85,0.57,5,1
553,1919-02-01,7.88,0.56,5,1
554,1919-03-01,8.12,0.56,5,1
555,1919-04-01,8.39,0.56,5,1
556,1919-05-01,8.97,0.55,5,1
557,1919-06-01,9.21,0.55,5,1
558,1919-07-01,9.51,0.55,5,1
559,1919-08-01,8.87,0.54,5,1
560,1919-09-01,9.01,0.54,5,1
561,1919-10-01,9.47,0.54,5,1
562,1919-11-01,9.19,0.53,5,0
563,1919-12-01,8.92,0.53,5,0
564,1920-01-01,8.83,0.53,5,0
565,1920-02-01,8.1,0.53,5,0
566,1920-03-01,8.67,0.53,5,0
567,1920-04-01,8.6,0.52,5,0
568,1920-05-01,8.06,0.52,5,0
569,1920-06-01,7.92,0.52,5,0
570,1920-07-01,7.91,0.52,5,0
571,1920-08-01,7.6,0.52,5,0
572,1920-09-01,7.87,0.52,5,0
573,1920-10-01,7.88,0.51,5,0
574,1920-11-01,7.48,0.51,5,0
575,1920-12-01,6.81,0.51,5,0
576,1921-01-01,7.11,0.51,1,1
577,1921-02-01,7.06,0.5,1,0
578,1921-03-01,6.88,0.5,1,0
579,1921-04-01,6.91,0.49,1,1
580,1921-05-01,7.12,0.49,1,1
581,1921-06-01,6.55,0.48,1,0
582,1921-07-01,6.53,0.48,1,0
583,1921-08-01,6.45,0.48,1,0
584,1921-09-01,6.61,0.47,1,1
585,1921-10-01,6.7,0.47,1,1
586,1921-11-01,7.06,0.46,1,1
587,1921-12-01,7.31,0.46,1,1
588,1922-01-01,7.3,0.46,1,0
589,1922-02-01,7.46,0.47,1,1
590,1922-03-01,7.74,0.47,1,1
591,1922-04-01,8.21,0.48,1,1
592,1922-05-01,8.53,0.48,1,1
593,1922-06-01,8.45,0.48,1,0
594,1922-07-01,8.51,0.49,1,1
595,1922-08-01,8.83,0.49,1,1
596,1922-09-01,9.06,0.5,1,1
597,1922-10-01,9.26,0.5,1,1
598,1922-11-01,8.8,0.51,1,0
599,1922-12-01,8.78,0.51,1,0
600,1923-01-01,8.9,0.51,1,1
601,1923-02-01,9.28,0.51,1,1
602,1923-03-01,9.43,0.52,1,1
603,1923-04-01,9.1,0.52,1,0
604,1923-05-01,8.67,0.52,1,0
605,1923-06-01,8.34,0.52,1,0
606,1923-07-01,8.06,0.52,1,0
607,1923-08-01,8.1,0.52,1,1
608,1923-09-01,8.15,0.53,1,1
609,1923-10-01,8.03,0.53,1,0
610,1923-11-01,8.27,0.53,1,1
611,1923-12-01,8.55,0.53,1,1
612,1924-01-01,8.83,0.53,1,1
613,1924-02-01,8.87,0.53,1,1
614,1924-03-01,8.7,0.54,1,0
615,1924-04-01,8.5,0.54,1,0
616,1924-05-01,8.47,0.54,1,0
617,1924-06-01,8.63,0.54,1,1
618,1924-07-01,9.03,0.54,1,1
619,1924-08-01,9.34,0.54,1,1
620,1924-09-01,9.25,0.55,1,0
621,1924-10-01,9.13,0.55,1,0
622,1924-11-01,9.64,0.55,1,1
623,1924-12-01,10.16,0.55,1,1
624,1925-01-01,10.58,0.55,6,1
625,1925-02-01,10.67,0.56,6,1
626,1925-03-01,10.39,0.56,6,1
627,1925-04-01,10.28,0.57,6,1
628,1925-05-01,10.61,0.57,6,1
629,1925-06-01,10.8,0.57,6,1
630,1925-07-01,11.1,0.58,6,1
631,1925-08-01,11.25,0.58,6,1
632,1925-09-01,11.51,0.59,6,1
633,1925-10-01,11.89,0.59,6,1
634,1925-11-01,12.26,0.6,6,1
635,1925-12-01,12.46,0.6,6,1
636,1926-01-01,12.65,0.61,6,1
637,1926-02-01,12.67,0.61,6,1
638,1926-03-01,11.81,0.62,6,1
639,1926-04-01,11.48,0.63,6,0
640,1926-05-01,11.56,0.64,6,0
641,1926-06-01,12.11,0.65,6,0
642,1926-07-01,12.62,0.65,6,0
643,1926-08-01,13.12,0.66,6,1
644,1926-09-01,13.32,0.67,6,1
645,1926-10-01,13.02,0.68,6,1
646,1926-11-01,13.19,0.68,6,1
647,1926-12-01,13.49,0.69,6,1
648,1927-01-01,13.4,0.7,8,1
649,1927-02-01,13.66,0.7,8,1
650,1927-03-01,13.87,0.71,8,1
651,1927-04-01,14.21,0.72,8,1
652,1927-05-01,14.7,0.72,8,1
653,1927-06-01,14.89,0.73,8,1
654,1927-07-01,15.22,0.74,8,1
655,1927-08-01,16.03,0.74,8,1
656,1927-09-01,16.94,0.75,8,1
657,1927-10-01,16.68,0.76,8,1
658,1927-11-01,17.06,0.76,8,1
659,1927-12-01,17.46,0.77,8,1
660,1928-01-01,17.53,0.78,8,1
661,1928-02-01,17.32,0.78,8,1
662,1928-03-01,18.25,0.79,8,1
663,1928-04-01,19.4,0.8,8,1
